SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
SAR1AP4,10.7,0.6,10.2,18.5734742987057,4.21517180163544,1.68,2.5,1.225e-02,9.998e-01,0.0364484923359988,274,0,0.7,1,11.8,4.4,14.3
KIAA1217,93.4,11,82.4,7.37851099360963,2.88332970532692,1.15,2.5,1.226e-02,9.998e-01,0.0364569832072659,274,21.5,10.5,1,11.8,35.2,200.2
SMIM7,2466,960.9,1505.1,1.56689032338376,0.6479041999458,0.26,2.5,1.227e-02,9.998e-01,0.0364852503779335,274,1048.8,808,1025.8,1604,1519.4,1391.9
C2CD5,3796.2,2638.2,1158,0.439037472264523,-1.18758401448196,0.47,-2.5,1.228e-02,9.998e-01,0.0365093714661564,275,2604.8,3836.1,1473.8,1653.2,1134.3,686.4
MPZL1,25784.7,15771.9,10012.8,0.634846484898701,-0.655520325445363,0.26,-2.5,1.228e-02,9.998e-01,0.0365217864679412,275,15228.2,18402.7,13684.8,8947.5,11297.1,9793.9
MT-TY,328,116.7,211.3,1.81026643879797,0.856202051807646,0.34,2.5,1.229e-02,9.998e-01,0.0365312095868646,275,121.4,97.7,131,202.2,187,244.7
LINC02736,16.8,1.4,15.4,10.7357072937138,3.42434533736669,1.37,2.5,1.233e-02,9.998e-01,0.0366603389770582,276,2,2.1,0,8.6,29.7,7.9
ARMH3,2324.7,1424,900.7,0.632463356935934,-0.660946198160566,0.26,-2.5,1.234e-02,9.998e-01,0.0366878635486545,276,1399.7,1616.7,1255.5,1009,806.5,886.6
PHACTR1,44.6,9.5,35.1,3.67082326915221,1.87610365792553,0.75,2.5,1.235e-02,9.998e-01,0.0367023332292451,276,6,16.2,6.2,34.2,33,38.1
IPP,4587.5,2878.8,1708.7,0.593682329141753,-0.752236922725642,0.3,-2.5,1.235e-02,9.998e-01,0.0367023332292451,276,2662.5,3483.8,2490.2,1816.9,1965,1344.2
ANKRD24,604,415.2,188.8,0.455316614785699,-1.13505798973278,0.45,-2.5,1.237e-02,9.998e-01,0.0367623416130208,277,263.7,305.2,676.6,190.5,183.7,192.3
XPC-AS1,26.2,3.4,22.8,6.7474157966543,2.75433506791187,1.1,2.5,1.238e-02,9.998e-01,0.0367874225197986,277,5.4,0.7,4.2,15,40.7,12.7
SELENOV,12.7,0,12.7,87.3285477903566,6.4483814443092,2.58,2.5,1.240e-02,9.998e-01,0.0368436178379878,277,0,0,0,6.4,0,31.8
CEACAM16,43.6,38.5,5.1,0.136580511298526,-2.87217645502826,1.15,-2.5,1.241e-02,9.998e-01,0.0368497454088258,278,17.4,21.1,76.9,4.3,11,0
DTNA,21.9,2.4,19.5,7.98121512373211,2.99660841054865,1.2,2.5,1.242e-02,9.998e-01,0.0368936233700518,278,3.4,2.8,1,41.7,8.8,7.9
NNAT,13.4,1.4,12,9.00879566177378,3.17133425266263,1.27,2.5,1.243e-02,9.998e-01,0.036898614138318,278,0.7,1.4,2.1,16.1,12.1,7.9
CRLF3,2803.8,1865.5,938.4,0.503228661482057,-0.990714001365583,0.4,-2.5,1.243e-02,9.998e-01,0.036898614138318,278,1797.6,2498.6,1300.2,1046.5,1158.5,610.1
TM4SF18,9873.8,7316,2557.8,0.349659440209951,-1.51597763886222,0.61,-2.5,1.244e-02,9.998e-01,0.0369378989885524,278,7508.4,9795.9,4643.7,5215.3,1323.6,1134.5
LHX6,44.8,36.9,7.9,0.213584391767774,-2.22712187268393,0.89,-2.5,1.245e-02,9.998e-01,0.0369465352780047,278,33.5,51.3,26,15,2.2,6.4
SCARNA5,10.9,0.7,10.2,13.9438214756643,3.80155409859279,1.52,2.5,1.249e-02,9.998e-01,0.0370521928104317,279,1.3,0.7,0,10.7,8.8,11.1
SMARCA4,55238.2,37908.1,17330.2,0.457159534462777,-1.12923038602774,0.45,-2.5,1.252e-02,9.998e-01,0.0371360043756038,280,27514,25361.8,60848.4,11569.1,17611.3,22810.1
MRPL37P1,22.3,1.5,20.8,13.8497261581111,3.79178554594589,1.52,2.5,1.252e-02,9.998e-01,0.0371360043756038,280,3.4,0,1,4.3,8.8,49.3
PUM1,28321.8,17231.6,11090.2,0.643580391405978,-0.635807724158986,0.25,-2.5,1.252e-02,9.998e-01,0.0371365363904994,280,16650,17279.6,17765.2,8966.8,12252.1,12051.7
NRXN1,12.6,0.6,12,22.3354661216397,4.48126445762618,1.79,2.5,1.252e-02,9.998e-01,0.0371382672951926,280,0.7,0,1,4.3,28.6,3.2
LRRTM4,366.8,9.3,357.4,38.0798551482582,5.2509560856843,2.1,2.5,1.253e-02,9.998e-01,0.0371494081763637,280,1.3,26.7,0,10.7,858.2,203.4
TOMM40L,2311.1,1420.5,890.6,0.626808989517853,-0.673902224202864,0.27,-2.5,1.253e-02,9.998e-01,0.0371585783682576,280,1312.5,1301.7,1647.3,806.8,845,1020.1
GAPDHP76,21.6,3,18.6,6.06954010996205,2.60158720738499,1.04,2.5,1.254e-02,9.998e-01,0.037165969331306,280,2.7,4.2,2.1,10.7,13.2,31.8
SLC23A1,23.3,1.8,21.5,11.2531409041783,3.49225582827991,1.4,2.5,1.255e-02,9.998e-01,0.0371942820104589,281,1.3,4.2,0,48.2,9.9,6.4
RPL10P5,13.5,1.1,12.4,11.3626092982665,3.50622226682566,1.4,2.5,1.255e-02,9.998e-01,0.0372010037938269,281,1.3,0,2.1,15,11,11.1
KPNA1,7784.5,5196.6,2587.9,0.498079857278797,-1.00555102636147,0.4,-2.5,1.259e-02,9.998e-01,0.0373130135021093,282,5157.2,6637,3795.6,3439.1,2791.3,1533.3
CAPS,352.1,92.4,259.8,2.81526684081219,1.49327167245523,0.6,2.49,1.260e-02,9.998e-01,0.0373376353661544,282,57,78.8,141.3,102.7,276.2,400.4
POLR1G,1469.8,1001.7,468.1,0.466896772241328,-1.09882447993657,0.44,-2.49,1.261e-02,9.998e-01,0.0373712264079938,282,874.3,729.9,1401,281.4,455.5,667.3
PA2G4P4,1355.2,848.7,506.5,0.597381436645541,-0.743275687629559,0.3,-2.49,1.262e-02,9.998e-01,0.0373712264079938,282,845.4,923.3,777.4,580,553.4,386.1
LAMA4-AS1,9.5,9.5,0,0.0239037815609132,-5.38661732020408,2.16,-2.49,1.263e-02,9.998e-01,0.0374182025368024,283,6,2.8,19.7,0,0,0
BICD1P1,7.1,0,7.1,49.030696015705,5.6156133364473,2.25,2.49,1.264e-02,9.998e-01,0.0374412130311026,283,0,0,0,8.6,3.3,9.5
MRPS16P2,7.1,0,7.1,49.030696015705,5.6156133364473,2.25,2.49,1.264e-02,9.998e-01,0.0374412130311026,283,0,0,0,8.6,3.3,9.5
SWI5,2488.6,908.5,1580,1.73861313055094,0.797936945451859,0.32,2.49,1.266e-02,9.998e-01,0.0374720197556541,283,993.1,750.3,982.2,1473.4,1234.5,2032.2
JMJD6,7725.9,2958.4,4767.5,1.61161215043483,0.688504587557445,0.28,2.49,1.268e-02,9.998e-01,0.0375365230865469,284,2898.7,2460.6,3516,4103.5,5004.9,5194.1
BOC,632.2,473.6,158.6,0.333659926673708,-1.58354966896271,0.64,-2.49,1.269e-02,9.998e-01,0.0375698754991243,284,512,427.6,481.2,88.8,55,332.1
GVQW3,286.9,98.5,188.4,1.91748013233608,0.93921162955157,0.38,2.49,1.270e-02,9.998e-01,0.0375723914890675,284,107.4,75.9,112.2,176.6,226.6,162.1
KRT18P1,1361.6,494.6,867,1.75351600093455,0.810250595326168,0.33,2.49,1.270e-02,9.998e-01,0.0375723914890675,284,474.4,388.9,620.5,863.5,717.3,1020.1
SLC25A28,1693.9,618.1,1075.8,1.73948496947702,0.798660212987894,0.32,2.49,1.273e-02,9.998e-01,0.0376515230739043,285,676.4,556.3,621.5,872.1,928.6,1426.8
RNA5SP452,7.1,0,7.1,48.6549010985531,5.60451323256463,2.25,2.49,1.274e-02,9.998e-01,0.0376753734659416,285,0,0,0,5.4,11,4.8
GFOD1,1533,1112.3,420.7,0.378155025810008,-1.40295030193037,0.56,-2.49,1.274e-02,9.998e-01,0.0376854060345432,285,540.1,678.6,2118.1,400.2,302.6,559.3
VOPP1,1415.9,882.5,533.3,0.604039104382873,-0.727286144884881,0.29,-2.49,1.274e-02,9.998e-01,0.0376934669858422,285,871.6,833.3,942.7,588.5,409.3,602.2
REPS1,3212.3,1992.9,1219.4,0.611766978338758,-0.708945858982815,0.28,-2.49,1.276e-02,9.998e-01,0.0377336756704993,285,1582.9,2088.6,2307.3,1168.5,1105.7,1383.9
SIM2,3795.4,2523.7,1271.7,0.504004502449894,-0.988491473001219,0.4,-2.49,1.276e-02,9.998e-01,0.0377336756704993,285,2156.6,1549.2,3865.3,1303.3,1216.8,1294.9
HSPD1P5,346,114.6,231.4,2.02114217588574,1.01517081069871,0.41,2.49,1.277e-02,9.998e-01,0.0377418931702456,286,125.5,121.7,96.7,301.7,243.1,149.4
TNNT2,13.5,0,13.5,93.6671981131531,6.54947200504819,2.63,2.49,1.279e-02,9.998e-01,0.0377877002037929,286,0,0,0,2.1,38.5,0
TRPV1,293.2,195.9,97.3,0.497021766237935,-1.00861906129715,0.41,-2.49,1.278e-02,9.998e-01,0.0377877002037929,286,175.8,144.9,267.1,102.7,85.8,103.3
CTIF,1680.6,1206.5,474.1,0.392672137518594,-1.34860286125746,0.54,-2.49,1.279e-02,9.998e-01,0.0377930782673064,286,881.7,862.9,1874.9,209.7,450,762.7
PGPEP1,1791.2,1100.4,690.8,0.627467388904601,-0.672387614450547,0.27,-2.49,1.280e-02,9.998e-01,0.0378266141577658,286,1060.2,1043.6,1197.3,682.7,584.2,805.6
GTDC1,1869.5,704.9,1164.6,1.65275645641118,0.724874150514071,0.29,2.49,1.283e-02,9.998e-01,0.037893980854602,287,693.8,727.8,693.2,1200.6,1401.7,891.4
KRT8P37,143.1,41,102.1,2.49867745572258,1.32116468171185,0.53,2.49,1.283e-02,9.998e-01,0.0378989429845828,287,41.6,27.4,54,138,64.9,103.3
HOXA11,330.6,93.5,237,2.52345155581632,1.33539839063697,0.54,2.49,1.287e-02,9.998e-01,0.0380131700920988,288,116.8,116,47.8,129.5,257.5,324.1
LINC00525,648.7,221.2,427.5,1.92858829033439,0.947545193730177,0.38,2.49,1.287e-02,9.998e-01,0.0380131700920988,288,271.1,259.5,133,424.8,419.2,438.5
DYNLL1P7,14,1.1,12.9,10.540149790396,3.39782346473971,1.37,2.49,1.287e-02,9.998e-01,0.0380131700920988,288,1.3,2.1,0,10.7,8.8,19.1
EEF1B2P5,6.8,0,6.8,47.0165858692368,5.55509787572534,2.23,2.49,1.288e-02,9.998e-01,0.0380345252486409,288,0,0,0,7.5,6.6,6.4
LRRC1,1819,668,1151,1.7245182311818,0.786193380695866,0.32,2.49,1.289e-02,9.998e-01,0.0380458651306139,288,577.1,650.5,776.4,1461.7,1076,915.2
ATP6V1E1P2,9.9,0.5,9.4,18.9377123558674,4.24319016105917,1.71,2.49,1.290e-02,9.998e-01,0.0380726326716773,289,0.7,0.7,0,9.6,4.4,14.3
PXN-AS1,271.4,93.9,177.5,1.894068052868,0.921488167010837,0.37,2.49,1.292e-02,9.998e-01,0.0381277569723557,289,84.5,80.9,116.4,196.9,149.6,185.9
CEP120,2502.6,1696.9,805.6,0.475076643719498,-1.07376781387706,0.43,-2.49,1.293e-02,9.998e-01,0.0381527050712617,289,1627.8,2118.1,1344.9,927.7,1079.3,409.9
GTF3C3,6678,4629.6,2048.4,0.442545335473926,-1.17610283875805,0.47,-2.49,1.295e-02,9.998e-01,0.0382157413432257,290,4833.8,6153.2,2901.8,2763.9,2393,988.3
AARS2,4964.5,3284.8,1679.7,0.511266567830423,-0.967852404873068,0.39,-2.48,1.297e-02,9.998e-01,0.0382495071202025,290,2731.6,2694.1,4428.6,1079.7,1760.4,2199
SLCO4A1-AS1,18.9,17.8,1.1,0.0524005393343957,-4.25427452894609,1.71,-2.48,1.297e-02,9.998e-01,0.038259774415774,290,8.7,6.3,38.5,0,0,3.2
H2BC8,28,2.8,25.2,8.88110356021459,3.15073895607179,1.27,2.48,1.297e-02,9.998e-01,0.0382651272773046,290,2.7,5.6,0,17.1,50.6,7.9
EXOC6,1007.5,269.5,738,2.73807605000486,1.45316251797681,0.58,2.48,1.299e-02,9.998e-01,0.0382950216455385,290,263.7,353.7,191.2,1392.1,535.8,286
MFSD4B,1890.7,651.3,1239.4,1.90231839521596,0.927758733451891,0.37,2.48,1.299e-02,9.998e-01,0.0383098799060839,291,616.6,886.1,451.1,1014.4,1567.8,1136.1
NLRP6,81.4,64.9,16.6,0.255623231798676,-1.96790913623289,0.79,-2.48,1.302e-02,9.998e-01,0.0383940031594027,291,72.5,105.5,16.6,16.1,20.9,12.7
DAPK3,13515,8957,4557.9,0.508833061779032,-0.974735681114521,0.39,-2.48,1.304e-02,9.998e-01,0.0384459287128053,292,7765.4,6369.8,12735.9,3342.8,4282.1,6048.9
ZNF672,6435,4140.5,2294.5,0.554177633011158,-0.851579611052997,0.34,-2.48,1.305e-02,9.998e-01,0.0384594293515449,292,3431.5,3175.1,5815,1987,2347.9,2548.6
RPL5P23,240,76.8,163.3,2.11660368543628,1.08175116326101,0.44,2.48,1.305e-02,9.998e-01,0.0384618105551516,292,106.7,65.4,58.2,144.5,141.9,203.4
TNFRSF14-AS1,20.6,0.9,19.7,20.9824879003928,4.39111384376343,1.77,2.48,1.306e-02,9.998e-01,0.0384694256983188,292,2.7,0,0,49.2,6.6,3.2
SIRPAP1,101.1,31.1,70,2.25459926672637,1.17287103113805,0.47,2.48,1.307e-02,9.998e-01,0.0385023336431293,292,29.5,29.5,34.3,81.3,57.2,71.5
PYCR2,8607.3,5547.3,3060,0.551530005054947,-0.85848871955766,0.35,-2.48,1.307e-02,9.998e-01,0.0385164440711012,292,5245.8,4451.4,6944.8,2341.2,2750.6,4088.2
NEURL4,1402.6,949.4,453.2,0.477253096658568,-1.06717353629541,0.43,-2.48,1.308e-02,9.998e-01,0.0385304140038325,293,763.6,618.1,1466.5,348.8,446.7,564.1
NCOA4P4,59,11.5,47.5,4.06472442556186,2.02315754581766,0.82,2.48,1.311e-02,9.998e-01,0.0386133552455414,293,13.4,19,2.1,44.9,45.1,52.4
TGM1,8.3,0.2,8.1,28.7992730968048,4.84796049291365,1.95,2.48,1.313e-02,9.998e-01,0.0386771035638103,294,0.7,0,0,9.6,9.9,4.8
MED16,22321.3,14899,7422.4,0.498168219916709,-1.0052951054864,0.41,-2.48,1.315e-02,9.998e-01,0.0387121691420431,294,11770.5,10567.4,22359,5866.9,6579.3,9820.9
PAQR8,885.7,595.7,290,0.485690029731225,-1.04189222393638,0.42,-2.48,1.315e-02,9.998e-01,0.0387201723266396,294,590.5,612.5,584.1,250.4,171.6,448.1
NYAP2,39.5,5.5,34,6.26372226804496,2.64702024529224,1.07,2.48,1.317e-02,9.998e-01,0.0387578084432587,295,4,4.2,8.3,26.8,70.4,4.8
ALDH7A1P3,10,0.2,9.8,34.4628172083676,5.10696873627648,2.06,2.48,1.317e-02,9.998e-01,0.0387638957924869,295,0.7,0,0,13.9,1.1,14.3
PNMA6B,265.3,175.2,90,0.515423711770413,-0.95616918581033,0.39,-2.48,1.318e-02,9.998e-01,0.0387736040972518,295,171.8,133.6,220.3,99.5,88,82.6
TARDBPP2,15.4,0.9,14.5,15.3047533335992,3.93590788805276,1.59,2.48,1.319e-02,9.998e-01,0.0387968793971199,295,2.7,0,0,21.4,11,11.1
CEACAM5,13.9,0,13.9,95.6770494712426,6.58010099467797,2.65,2.48,1.319e-02,9.998e-01,0.038805033834018,295,0,0,0,2.1,0,39.7
ZXDA,995.7,638.5,357.2,0.56009408900457,-0.836258892113237,0.34,-2.48,1.319e-02,9.998e-01,0.0388059732306493,295,563,658.2,694.3,295.3,480.8,295.5
SFXN3,2055.2,1344.5,710.8,0.528104457856057,-0.921104775292662,0.37,-2.48,1.321e-02,9.998e-01,0.0388443506494674,295,1354.1,1246.1,1433.2,491.1,594.1,1047.1
SENP5,3984.8,2479.7,1505.1,0.607186594474445,-0.719788155745863,0.29,-2.48,1.321e-02,9.998e-01,0.0388603966188728,296,2229.7,2839.6,2369.7,1535.5,1794.5,1185.3
CALCR,28.2,1.8,26.4,14.2503599304341,3.83292645369418,1.55,2.48,1.322e-02,9.998e-01,0.0388853906218381,296,5.4,0,0,52.4,7.7,19.1
TRIP6,23104.1,14836.2,8268,0.557261919527665,-0.843572524614464,0.34,-2.48,1.324e-02,9.998e-01,0.0389146762756612,296,13881.5,11437.9,19189.1,7338.2,6788.4,10677.3
IPO11,6149.7,4395,1754.7,0.399324895223957,-1.32436507777101,0.53,-2.48,1.325e-02,9.998e-01,0.0389526744597376,296,4431.2,6261.5,2492.3,2950.1,1494.1,819.9
RPL22P8,9.9,0.6,9.3,17.1668062357228,4.10154975586595,1.66,2.48,1.325e-02,9.998e-01,0.0389526744597376,296,0,0.7,1,8.6,9.9,9.5
NTRK2,9.2,0.3,8.9,31.5097427709245,4.97772607188241,2.01,2.48,1.326e-02,9.998e-01,0.0389546288812033,296,0,0,1,15,2.2,9.5
YDJC,16827.9,11498.3,5329.6,0.463487695486423,-1.10939705570505,0.45,-2.48,1.326e-02,9.998e-01,0.0389546288812033,297,9552.9,7360.7,17581.2,3631.7,4760.7,7596.5
MFFP2,63,13.9,49.1,3.53828377083171,1.82304975700363,0.74,2.48,1.327e-02,9.998e-01,0.0389803301564468,297,18.8,13.4,9.4,84.5,26.4,36.5
KNOP1,1263.6,772.7,490.9,0.635415033364677,-0.654228871527648,0.26,-2.48,1.327e-02,9.998e-01,0.0389831059923864,297,718.6,720.1,879.3,446.2,514.9,511.6
SMARCD1,3985.5,2554.3,1431.2,0.56021021768895,-0.835959797882037,0.34,-2.48,1.328e-02,9.998e-01,0.0390058429500376,297,2110.3,2219.4,3333.1,1287.2,1187.1,1819.3
LINC02917,21.7,1.4,20.4,14.3235341414083,3.84031559721126,1.55,2.48,1.328e-02,9.998e-01,0.0390058429500376,297,3.4,0.7,0,12.8,2.2,46.1
TBC1D22A,3538.7,2293.1,1245.5,0.543063914206556,-0.880806093390838,0.36,-2.48,1.330e-02,9.998e-01,0.0390338492308788,297,1975.4,1751.7,3152.3,1090.4,1085.9,1560.3
ADH7,6.8,0,6.8,46.9504042101524,5.55306567341545,2.24,2.48,1.329e-02,9.998e-01,0.0390338492308788,297,0,0,0,8.6,5.5,6.4
PCDHGA10,38.2,3.4,34.8,10.2620955526688,3.35925345884834,1.36,2.48,1.329e-02,9.998e-01,0.0390338492308788,297,0,7,3.1,4.3,31.9,68.3
ALG2,7733.5,4708.3,3025.3,0.642625724533877,-0.637949361331963,0.26,-2.48,1.330e-02,9.998e-01,0.0390521031258082,298,4299.7,5042.1,4783,3585.7,2771.5,2718.6
ENC1,20501.6,6034,14467.6,2.39765843789646,1.26162615205888,0.51,2.48,1.331e-02,9.998e-01,0.0390615452933203,298,5713.5,5543.5,6845,17838.4,4902.6,20661.9
NKX3-1,533.2,188.6,344.6,1.82616976868327,0.868820890761606,0.35,2.47,1.332e-02,9.998e-01,0.0391026638481759,298,154.3,200.4,211,272.9,322.4,438.5
EOLA2-DT,39.9,6.9,33,4.70433536214177,2.23399091052568,0.9,2.47,1.333e-02,9.998e-01,0.0391076287618022,298,12.7,2.8,5.2,17.1,34.1,47.7
TMEM184B,13850.5,9009.9,4840.6,0.537203400508096,-0.896459657805106,0.36,-2.47,1.333e-02,9.998e-01,0.0391200937479972,298,7927.1,7339.6,11763.1,3547.1,4428.4,6546.2
PRKAR2B,6662.2,5022.7,1639.5,0.326479266991071,-1.61493671830373,0.65,-2.47,1.338e-02,9.998e-01,0.0392412423624445,299,4327.9,5689.1,5051.1,3612.4,525.9,780.1
ARID1A,2832.9,997.7,1835.2,1.83987449987292,0.879607361616018,0.36,2.47,1.338e-02,9.998e-01,0.0392445355258253,299,705.2,956.4,1331.4,1671.4,1555.7,2278.5
NFYAP1,20.3,0.9,19.3,19.9260712138924,4.31658537962651,1.75,2.47,1.338e-02,9.998e-01,0.0392445355258253,299,0,2.8,0,8.6,46.2,3.2
PINX1-DT,13.8,0.2,13.6,47.9997058077634,5.58495365840904,2.26,2.47,1.340e-02,9.998e-01,0.0393073226250717,300,0,0.7,0,0,26.4,14.3
UBP1,5905.2,3596,2309.2,0.642274987789256,-0.638736980437216,0.26,-2.47,1.341e-02,9.998e-01,0.039309448648681,300,2961.8,3781.2,4045.1,2460,2308.3,2159.3
SNORA59B,19,2.4,16.6,6.67244251203329,2.73821497054907,1.11,2.47,1.341e-02,9.998e-01,0.0393264869552312,300,3.4,2.8,1,12.8,9.9,27
FAM76A,1123.8,420.8,702.9,1.66995890039491,0.739812596755564,0.3,2.47,1.342e-02,9.998e-01,0.0393274124743611,300,437.5,478.9,346.1,688,818.6,602.2
ERLIN2,1223.3,449.5,773.8,1.72226244228074,0.784305000648617,0.32,2.47,1.342e-02,9.998e-01,0.0393330637136547,300,403.3,503.5,441.7,1001.5,655.7,664.2
SETP6,10.4,0.6,9.8,18.1039045276669,4.17822897646159,1.69,2.47,1.342e-02,9.998e-01,0.0393330637136547,300,0,0.7,1,16.1,5.5,7.9
ZNF682,9,0.3,8.7,30.8228813433946,4.94592982713349,2,2.47,1.343e-02,9.998e-01,0.0393627043505596,300,0,0,1,3.2,16.5,6.4
NUP43,3351.9,2164.9,1186.9,0.548318766616923,-0.866913243098646,0.35,-2.47,1.344e-02,9.998e-01,0.0393815858036099,301,2166.6,2832.6,1495.6,1243.4,1372,945.4
CHRNA7,392.3,288.5,103.8,0.357983585381326,-1.48203465776621,0.6,-2.47,1.344e-02,9.998e-01,0.0393815858036099,301,241.6,253.9,370,40.7,73.7,197
CCDC22,3110.4,1961.9,1148.5,0.585657489838829,-0.771870915182045,0.31,-2.47,1.346e-02,9.998e-01,0.0394142655997787,301,1774.1,1533,2578.6,1262.6,1105.7,1077.3
SNN,4975.4,1485.2,3490.2,2.34999072754895,1.23265506430281,0.5,2.47,1.346e-02,9.998e-01,0.0394142655997787,301,1609,1476.8,1369.8,1537.6,6138.2,2794.9
FBXO41,2894.2,1875,1019.2,0.543490870332817,-0.879672294108,0.36,-2.47,1.347e-02,9.998e-01,0.0394294154447888,301,1260.1,1868.5,2496.5,918.1,917.6,1221.9
PRKCH,776,275.1,500.9,1.82043223425239,0.864281037334109,0.35,2.47,1.351e-02,9.998e-01,0.039539369431423,302,288.5,272.9,264,660.2,349.9,492.6
RPS20P33,35.7,5.8,29.9,5.15333804441432,2.3655072323132,0.96,2.47,1.351e-02,9.998e-01,0.039539369431423,302,5.4,7.7,4.2,7.5,47.3,35
ZFP41,1657.7,1120,537.7,0.480182396401645,-1.05834557988539,0.43,-2.47,1.351e-02,9.998e-01,0.0395401209363603,302,873.6,734.2,1752.3,410.9,623.8,578.4
LINC00526,462.9,157.6,305.3,1.93769176612522,0.954339095598437,0.39,2.47,1.352e-02,9.998e-01,0.0395700859741593,302,181.8,99.9,191.2,278.2,296,341.6
TPD52L2,26960.8,16334.3,10626.5,0.65053714042189,-0.620296669346461,0.25,-2.47,1.353e-02,9.998e-01,0.0395836356249373,303,16411.1,14655.2,17936.7,9530.7,10085.8,12263
VCF1,4040.8,2481,1559.7,0.628592668995979,-0.669802648179937,0.27,-2.47,1.353e-02,9.998e-01,0.0395836356249373,303,2486,2469,2488.1,1794.4,1221.2,1663.6
NEURL1,208.8,5.6,203.2,36.0663052659527,5.17257973183299,2.1,2.47,1.355e-02,9.998e-01,0.039639130506327,303,16.8,0,0,215.1,95.7,298.7
H1-6,7,0,7,47.7841780922428,5.57846109873246,2.26,2.47,1.355e-02,9.998e-01,0.0396426208814465,303,0,0,0,4.3,5.5,11.1
LINC02076,23.4,3,20.4,6.87161762591807,2.78064975933146,1.13,2.47,1.356e-02,9.998e-01,0.0396453767581218,303,2.7,2.1,4.2,10.7,7.7,42.9
LINC02557,35.7,0.9,34.8,35.9768086889759,5.16899531336157,2.09,2.47,1.357e-02,9.998e-01,0.0396840269711715,304,0,2.8,0,4.3,0,100.1
CNPY3,5298,1824.2,3473.8,1.904125042387,0.929128222400164,0.38,2.47,1.358e-02,9.998e-01,0.0396983782607102,304,1874.8,1457.8,2140,2451.4,2922.2,5047.9
FTH1P11,1490.1,580.1,910,1.56877569056504,0.649639085101531,0.26,2.47,1.358e-02,9.998e-01,0.0397059816965964,304,579.1,643.5,517.6,1011.2,898.9,819.9
RPS4XP14,107.1,32.8,74.3,2.24945045701262,1.16957259265187,0.47,2.47,1.359e-02,9.998e-01,0.0397343303627248,304,38.9,29.5,30.1,66.3,66,90.6
RAP1BP2,7,0,7,47.7179254611996,5.57645941805677,2.26,2.47,1.360e-02,9.998e-01,0.039745629833848,304,0,0,0,5.4,4.4,11.1
LINC00616,41.5,36.8,4.8,0.132749734283258,-2.9132191216064,1.18,-2.47,1.365e-02,9.998e-01,0.0398984605583288,305,36.9,46.4,27,1.1,13.2,0
DOLK,8288.7,5166.3,3122.4,0.604252586677942,-0.726776351009947,0.29,-2.47,1.366e-02,9.998e-01,0.0399102860545828,306,5264.6,4666.6,5567.7,2774.6,2571.2,4021.5
MAFG,5892.7,3950.5,1942.2,0.491570683824332,-1.02452921571543,0.42,-2.47,1.366e-02,9.998e-01,0.0399102860545828,306,3007.4,3165.2,5678.9,1276.5,1882.5,2667.7
POGZ,6266.8,3933,2333.8,0.593525269649322,-0.752618640215334,0.31,-2.47,1.367e-02,9.998e-01,0.0399354554863498,306,3175.1,3908.5,4715.4,2103.7,2881.5,2016.3
ADCY7,4021.7,2614.1,1407.6,0.538530153519441,-0.892900968102942,0.36,-2.47,1.368e-02,9.998e-01,0.0399435014330258,306,2051.9,1997.9,3792.5,1198.4,1526,1498.3
RPL10AP5,7.3,0,7.3,50.0850806155152,5.64630901113215,2.29,2.47,1.369e-02,9.998e-01,0.0399753107869509,306,0,0,0,8.6,2.2,11.1
GAREM1,1686.1,1127.6,558.5,0.495406381849691,-1.01331564131399,0.41,-2.47,1.369e-02,9.998e-01,0.0399822256443594,306,860.9,803.8,1718,426.9,608.4,640.3
GABARAPL2,9728.6,3498.4,6230.2,1.7807565505264,0.83249029726195,0.34,2.47,1.370e-02,9.998e-01,0.0400008272076116,306,3997.8,4161,2336.4,6825.7,6777.4,5087.6
VAV2,14234,8932.1,5301.9,0.593566589533868,-0.752518206551187,0.31,-2.46,1.372e-02,9.998e-01,0.0400485419003529,307,7654,7869.8,11272.5,4303.6,5437.3,6164.9
PPP1R14BP2,195.2,55.4,139.7,2.52219316117095,1.33467876812931,0.54,2.46,1.372e-02,9.998e-01,0.0400485419003529,307,64.4,28.1,73.8,116.6,105.6,197
RPL12P13,14.7,1.8,12.9,7.12523336948014,2.83293726686342,1.15,2.46,1.374e-02,9.998e-01,0.0400869212192633,307,2,1.4,2.1,17.1,12.1,9.5
SYNRG,4874.3,3007.7,1866.6,0.620572884042138,-0.688327435263077,0.28,-2.46,1.375e-02,9.998e-01,0.0401124015501966,307,2737,3533,2753.2,1570.8,2179.5,1849.5
ADAMTSL5,3023.9,2100.6,923.3,0.439341385926366,-1.18658568728817,0.48,-2.46,1.375e-02,9.998e-01,0.0401324261607117,308,1623.1,1444.4,3234.4,698.7,620.5,1450.7
ME2,13975.3,9454.6,4520.6,0.478191198113964,-1.06434051973996,0.43,-2.46,1.376e-02,9.998e-01,0.0401451752654768,308,9679.1,12236.8,6448,6068.1,5039,2454.8
IRAK2,1058.4,731.5,326.9,0.446049557737605,-1.16472408714008,0.47,-2.46,1.377e-02,9.998e-01,0.0401677187911244,308,736.1,604.1,854.3,232.2,192.5,556.1
