SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
TRIB2,738.3,90,648.3,7.06120020812921,2.81991342246973,5.42e-03,1.00e+00,0.018981501023223,95,115,92,63,113,436,1396
APEH,20302.7,13298.7,7004,0.526562494260191,-0.92532332943164,5.42e-03,1.00e+00,0.0189999771227542,95,12788,11536,15572,6384,5889,8739
DST-AS1,65.7,15,50.7,3.33793623981989,1.73895639706894,5.43e-03,1.00e+00,0.0190076271409311,95,19,10,16,54,43,55
GPC5-AS1,126.7,0,126.7,1042.01229906128,10.0251565907718,5.43e-03,1.00e+00,0.0190110291201065,95,0,0,0,11,334,35
CIMIP2A,82.3,11,71.3,6.28365903054178,2.65160489796302,5.43e-03,1.00e+00,0.0190111098634081,95,5,24,4,37,124,53
YWHAZP4,505,118.7,386.3,3.23742312374398,1.69484593478834,5.44e-03,1.00e+00,0.0190305998272626,95,124,165,67,572,300,287
THAP9-AS1,1232.3,305,927.3,3.04345466508236,1.60570987577204,5.44e-03,1.00e+00,0.019046730822561,95,301,394,220,1105,1240,437
DOCK6,6494.3,4582.3,1912,0.416961054254436,-1.26201545811895,5.44e-03,1.00e+00,0.019046730822561,95,3365,3779,6603,1318,1982,2436
TROAP,6324,4298,2026,0.470811917797635,-1.08677725469382,5.44e-03,1.00e+00,0.0190488266718273,95,4163,3457,5274,1678,1680,2720
PTPRK,106.3,5.3,101,16.9136665394355,4.08011753552644,5.45e-03,1.00e+00,0.0190670862376013,95,16,0,0,16,213,74
SNX6P1,230,48.3,181.7,3.74542393266976,1.90512902200744,5.45e-03,1.00e+00,0.019076225467419,95,48,67,30,299,137,109
FBXO46,5442.7,3968,1474.7,0.371030910766642,-1.43038871140494,5.46e-03,1.00e+00,0.0190832353752912,95,3120,3296,5488,777,1560,2087
PPIAP72,52,9.3,42.7,4.20207665273227,2.07110247936176,5.46e-03,1.00e+00,0.0190892310059343,96,8,11,9,31,28,69
ENTPD8,282,11,271,29.3452938555074,4.87505724981672,5.46e-03,1.00e+00,0.0190892310059343,96,0,1,32,33,683,97
RPL12P6,74.3,17.7,56.7,3.14655280223264,1.65377215294652,5.46e-03,1.00e+00,0.0190892310059343,96,22,17,14,50,65,55
WDR36,11139,8261.7,2877.3,0.348678392874834,-1.52003112984979,5.47e-03,1.00e+00,0.0191088378770108,96,7771,11869,5145,4241,2875,1516
KRT18P13,686.3,203.7,482.7,2.36925735222315,1.24443491474988,5.48e-03,1.00e+00,0.0191361236219266,96,190,190,231,493,391,564
LINC00941,2738.7,2256.3,482.3,0.211505283361168,-2.24123439284826,5.48e-03,1.00e+00,0.0191403247029591,96,2033,2550,2186,493,89,865
PLCB1,905.3,278.3,627,2.2536549037796,1.1722666163431,5.48e-03,1.00e+00,0.0191403247029591,96,308,274,253,633,723,525
RAI1,6306.3,4641.3,1665,0.358170326425447,-1.48128227652539,5.49e-03,1.00e+00,0.0191500268782484,96,4058,3352,6514,833,1834,2328
SNX3,23319,7588,15731,2.07303515598066,1.05174458288674,5.49e-03,1.00e+00,0.0191626778743339,96,8131,9431,5202,18829,15985,12379
HUNK,248.7,193.7,55,0.265726834309754,-1.91198416976577,5.50e-03,1.00e+00,0.0192022004756935,96,207,180,194,31,30,104
ABCC1,7304,5177,2127,0.410559691959319,-1.28433610179288,5.51e-03,1.00e+00,0.0192091639692874,96,4307,4724,6500,1145,2613,2623
EIF3KP3,23,3.7,19.3,4.86744748982463,2.28316541519041,5.51e-03,1.00e+00,0.0192091639692874,96,3,3,5,13,13,32
ARF5,24841,7978.7,16862.3,2.1130079239197,1.07929817748498,5.52e-03,1.00e+00,0.019245080910525,97,8789,6884,8263,13279,12960,24348
AMFR,30324,19400,10924,0.563072019157041,-0.828608634330155,5.52e-03,1.00e+00,0.019250950928481,97,18019,18802,21379,11749,9163,11860
ATF7IP,16047.7,10852.3,5195.3,0.478822306465335,-1.06243773150047,5.53e-03,1.00e+00,0.0192604308429932,97,9631,14395,8531,4486,6706,4394
RASA3,4202,3012,1190,0.395381496835811,-1.33868273785118,5.53e-03,1.00e+00,0.0192787748946172,97,2381,2474,4181,763,1702,1105
TRMT112,13081.7,4124.3,8957.3,2.17061054193606,1.11810089609554,5.54e-03,1.00e+00,0.0192892474607069,97,5320,3589,3464,7230,7172,12470
UGGT1,10696.3,6998.7,3697.7,0.528626337434306,-0.919679789583817,5.54e-03,1.00e+00,0.0193020280851735,97,6617,7733,6646,4570,3585,2938
HDAC1P2,41.7,8,33.7,4.22667549721504,2.07952335378589,5.56e-03,1.00e+00,0.0193529015071907,97,12,5,7,48,23,30
RAP1GAP,1141.3,906.3,235,0.254074424750714,-1.9766769345386,5.56e-03,1.00e+00,0.0193765616778491,97,682,625,1412,114,164,427
CPLX1,317.7,250.7,67,0.262319192944881,-1.93060472665388,5.57e-03,1.00e+00,0.0193984927473957,97,161,175,416,60,46,95
NINJ2-AS1,953.3,293.3,660,2.24743859129017,1.16828169627298,5.57e-03,1.00e+00,0.0194065781744159,98,281,288,311,549,633,798
MICALL1,3300.3,2349.3,951,0.403971349842784,-1.3076751160326,5.59e-03,1.00e+00,0.0194565026142906,98,1804,1986,3258,656,870,1327
IL1A,46.7,5.7,41,6.13194631687018,2.61634506674161,5.59e-03,1.00e+00,0.0194652509789493,98,6,5,6,19,23,81
MTCL2,9491.7,6528.7,2963,0.45382104054668,-1.13980459652351,5.60e-03,1.00e+00,0.0194812345987445,98,4911,5436,9239,2235,3347,3307
ZNF284,219,168.3,50.7,0.305677747190684,-1.70991656453417,5.61e-03,1.00e+00,0.0195106409394367,98,100,190,215,63,40,49
LINC00616,44,39,5,0.141126667554442,-2.824937466886,5.61e-03,1.00e+00,0.0195106409394367,98,40,50,27,1,14,0
ATP11A,6424.7,4410.7,2014,0.456178468061935,-1.13232974283042,5.62e-03,1.00e+00,0.0195284261066493,98,3691,3811,5730,1853,1485,2704
H2AC14,313.3,79,234.3,2.95596377207232,1.5636285880998,5.62e-03,1.00e+00,0.0195328247089959,98,84,63,90,218,154,331
MMP28,35.3,30.7,4.7,0.127875356242772,-2.96718983576552,5.62e-03,1.00e+00,0.0195450653049379,98,35,42,15,0,3,11
SUPT16HP1,1259,913.3,345.7,0.380945739788818,-1.39234257357905,5.63e-03,1.00e+00,0.0195620124273844,98,854,1183,703,473,349,215
ZNF48,2551.7,1794,757.7,0.421438614565741,-1.24660558687776,5.63e-03,1.00e+00,0.0195660419148264,99,1617,1289,2476,623,666,984
ING2-DT,196.7,49,147.7,2.98125836792196,1.57592141054123,5.63e-03,1.00e+00,0.0195660419148264,99,36,65,46,109,156,178
C2orf69,5079,3702,1377,0.37241014631993,-1.42503571520753,5.63e-03,1.00e+00,0.0195660419148264,99,3387,5670,2049,1586,1591,954
RPS10,948,238.7,709.3,2.94553462659735,1.55852951288057,5.64e-03,1.00e+00,0.0195794222387102,99,259,235,222,383,613,1132
NEK5,218,185,33,0.188042778717572,-2.41086719030859,5.64e-03,1.00e+00,0.0195794222387102,99,162,310,83,62,26,11
LRRC23,1045.7,304.3,741.3,2.42762110259393,1.2795432667068,5.64e-03,1.00e+00,0.0195855849541853,99,353,230,330,599,654,971
RPL14,19370.3,6639,12731.3,1.91722081080571,0.939016505137968,5.65e-03,1.00e+00,0.0195910777947953,99,7553,6510,5854,10057,11856,16281
ERRFI1-DT,680,190.7,489.3,2.56351194934444,1.35812162261127,5.65e-03,1.00e+00,0.0195910777947953,99,194,188,190,309,600,559
CRADD,864,262,602,2.29198950958509,1.19660044090799,5.65e-03,1.00e+00,0.0195962604900035,99,298,281,207,658,526,622
BRAT1,29338.3,20874,8464.3,0.405365732977674,-1.30270395712511,5.65e-03,1.00e+00,0.0195962604900035,99,17019,15268,30335,6166,6880,12347
PRR14L,4866.3,3297,1569.3,0.47653183171069,-1.0693555073685,5.66e-03,1.00e+00,0.0196354510803467,99,2926,4201,2764,1796,1752,1160
KRT18P10,3959.7,1347.3,2612.3,1.93834860355098,0.954828056504679,5.67e-03,1.00e+00,0.0196514819850761,99,1379,1245,1418,2974,2073,2790
NDUFS2,43896.3,27801.7,16094.7,0.578885728244617,-0.788649505852999,5.67e-03,1.00e+00,0.0196555204323897,99,29029,27066,27310,14137,16449,17698
PDZD2,410,66,344,5.38140461026196,2.42798278240568,5.68e-03,1.00e+00,0.0196962002706322,99,41,57,100,706,190,136
NAA25,6489.3,4420,2069.3,0.468776621878764,-1.09302747124615,5.69e-03,1.00e+00,0.0197016339882692,99,4214,5371,3675,2507,2323,1378
ANXA8,93.3,17.3,76,4.30788879029427,2.10698100666906,5.69e-03,1.00e+00,0.0197110766620544,100,13,21,18,31,84,113
IFT122,6677,4326,2351,0.543233775553266,-0.880354912969772,5.70e-03,1.00e+00,0.0197295117949796,100,3985,4268,4725,2300,2046,2707
LINC01465,571.7,165,406.7,2.44879838810518,1.29207400033958,5.70e-03,1.00e+00,0.0197525895500271,100,170,162,163,324,374,522
NUDT19,6207.7,4043,2164.7,0.53522569958525,-0.901780704292825,5.71e-03,1.00e+00,0.0197572307969701,100,3387,4208,4534,1965,2095,2434
CD2AP-DT,54.3,7,47.3,6.36887215171506,2.67103791169785,5.71e-03,1.00e+00,0.0197759174257318,100,3,11,7,16,43,83
MAP7D1,22640,16214.7,6425.3,0.396126464557313,-1.33596700634317,5.73e-03,1.00e+00,0.0198133807952352,100,12903,12044,23697,3966,6266,9044
PPM1G,34091.7,21962.3,12129.3,0.552240874142324,-0.85663042184714,5.73e-03,1.00e+00,0.019831743615105,100,21356,19295,25236,11246,10740,14402
EEPD1,1291,958,333,0.343470954058725,-1.54173999353607,5.73e-03,1.00e+00,0.0198373489822891,100,788,914,1172,255,196,548
L3MBTL2,6298.3,4231,2067.3,0.48842063040399,-1.03380395526448,5.74e-03,1.00e+00,0.0198405260201394,100,3747,3363,5583,1744,2022,2436
RET,166.7,5,161.7,29.2425283815412,4.86999615056255,5.74e-03,1.00e+00,0.0198405260201394,100,0,15,0,2,344,139
CLTA,23237.3,7920.7,15316.7,1.93349495461138,0.951210999762519,5.74e-03,1.00e+00,0.0198405260201394,100,8337,6962,8463,12654,12940,20356
ARHGAP17,6609.7,4350.3,2259.3,0.519245457667788,-0.945511404383295,5.74e-03,1.00e+00,0.0198547877321114,100,3855,3874,5322,2435,1875,2468
GMDS-DT,782,232.7,549.3,2.34985501068936,1.23257174325304,5.75e-03,1.00e+00,0.0198569460394799,101,283,233,182,473,600,575
RPSAP13,50.7,6,44.7,8.52772083385839,3.09216021035315,5.75e-03,1.00e+00,0.0198569460394799,101,1,0,17,53,30,51
CATSPER2P1,174.7,43,131.7,3.03523979034812,1.60181049693584,5.75e-03,1.00e+00,0.019862522406013,101,43,35,51,84,147,164
EARS2,7920.3,5237,2683.3,0.512214706462667,-0.965179419390148,5.76e-03,1.00e+00,0.0198975606906364,101,4822,4878,6011,1973,3040,3037
C10orf55,151.3,128,23.3,0.155850785262982,-2.68176267080534,5.76e-03,1.00e+00,0.0198989064045817,101,141,157,86,10,2,58
LONP2,12137.7,7896,4241.7,0.537338275601858,-0.896097487338834,5.77e-03,1.00e+00,0.0199059448868087,101,8009,9164,6515,4731,4446,3548
OSBPL3,2869.7,2007,862.7,0.431254832865961,-1.2133874704276,5.77e-03,1.00e+00,0.0199251206491726,101,1748,2338,1935,866,1183,539
GPI,72645.3,46902.7,25742.7,0.548829475543581,-0.865570129632788,5.78e-03,1.00e+00,0.0199455086811992,101,44345,40808,55555,23471,23531,30226
INTS13,14635.7,10538.7,4097,0.38902099329728,-1.36208008335545,5.78e-03,1.00e+00,0.0199455086811992,101,10795,14427,6394,5423,4457,2411
ATP8B2,8993,6250.7,2742.3,0.43820261997951,-1.19032998477158,5.78e-03,1.00e+00,0.0199460857358832,101,5913,5746,7093,2124,1912,4191
HDAC7,4095.7,2957.3,1138.3,0.383477238570048,-1.38278714630295,5.78e-03,1.00e+00,0.0199477148167006,101,2556,2625,3691,741,834,1840
TPRG1,4726.7,1445.7,3281,2.26908181986392,1.18210863147993,5.78e-03,1.00e+00,0.0199477148167006,101,1544,1860,933,3775,3648,2420
SLC30A3,2433,1749.7,683.3,0.388900503371374,-1.3625269927691,5.79e-03,1.00e+00,0.0199531630650278,101,1592,1385,2272,429,606,1015
HSD3B1,222.7,0,222.7,1690.23218760594,10.723005728151,5.79e-03,1.00e+00,0.0199589661187676,101,0,0,0,28,30,610
MYORG,1872.3,1360.7,511.7,0.374422065138302,-1.41726263772352,5.80e-03,1.00e+00,0.0199746208490573,101,947,1153,1982,430,384,721
TMEM140,1470,1092.3,377.7,0.345314532121351,-1.53401704543904,5.80e-03,1.00e+00,0.0199818783482259,101,999,860,1418,517,181,435
CCDC146,27,4.3,22.7,5.20390648959522,2.37959503811079,5.80e-03,1.00e+00,0.0199826558412685,101,6,2,5,13,36,19
GTF2IRD2B,651,166.7,484.3,2.87811019089461,1.5251218279413,5.80e-03,1.00e+00,0.0199826558412685,101,246,125,129,328,515,610
RAB26,658.7,154.7,504,3.22406340389482,1.68888011594565,5.80e-03,1.00e+00,0.0199866765897328,102,141,171,152,376,278,858
KRT18P23,1519,493.3,1025.7,2.08103439942977,1.05730081297165,5.81e-03,1.00e+00,0.0200144263074881,102,498,456,526,1176,877,1024
LRP3,32662.3,23645,9017.3,0.381253742339914,-1.39117659593762,5.82e-03,1.00e+00,0.0200155410177826,102,19584,14978,36373,6568,7432,13052
GEMIN8P4,473.7,340.3,133.3,0.389081369701143,-1.36185619317658,5.82e-03,1.00e+00,0.0200155410177826,102,390,285,346,98,150,152
SORBS3,20737,14475.3,6261.7,0.432397698817699,-1.20956924968975,5.82e-03,1.00e+00,0.0200184188036853,102,12925,10753,19748,5439,4445,8901
POLR2A,43913,30014.3,13898.7,0.462994220860377,-1.11093390915155,5.82e-03,1.00e+00,0.020032138026221,102,23775,25921,40347,10118,13067,18511
SNORA70G,29,5,24,4.70718194413068,2.23486361780771,5.83e-03,1.00e+00,0.0200461330288035,102,1,5,9,23,23,26
SMIM27,206.7,53.7,153,2.87830946527747,1.52522171369711,5.83e-03,1.00e+00,0.0200461330288035,102,39,49,73,134,142,183
NUP62,16281.3,11596.3,4685,0.40370754396386,-1.30861754860013,5.83e-03,1.00e+00,0.0200525800251971,102,9811,9488,15490,2891,4010,7154
RPL26P6,27.3,4.7,22.7,4.67457339426992,2.22483470937372,5.83e-03,1.00e+00,0.0200525800251971,102,4,5,5,18,13,37
GDNF-AS1,16,1.3,14.7,12.2068542968005,3.60961956096911,5.83e-03,1.00e+00,0.0200525800251971,102,0,0,4,14,16,14
IFI27L2,2294.3,616.3,1678,2.71528243897007,1.44110227247104,5.85e-03,1.00e+00,0.0200864396364215,102,728,477,644,1275,1057,2702
RPL7A,43459.3,14774.7,28684.7,1.94128213351776,0.957009805350775,5.86e-03,1.00e+00,0.0201165961471833,102,18123,13584,12617,23728,25601,36725
GPX1,4259.3,1238.7,3020.7,2.43592410028655,1.28446918174748,5.86e-03,1.00e+00,0.020134815362561,103,1368,933,1415,2464,2031,4567
TERT,343.3,288.7,54.7,0.177724041777875,-2.49228923846399,5.86e-03,1.00e+00,0.0201375004569195,103,356,143,367,9,51,104
PTPN23-DT,482.3,121.7,360.7,2.93038955387006,1.55109246330942,5.87e-03,1.00e+00,0.0201450325486192,103,151,119,95,206,397,479
FYN,1608,515,1093,2.12169114168866,1.08521465588271,5.87e-03,1.00e+00,0.0201450325486192,103,524,444,577,1074,910,1295
ARMC3,252.3,67.3,185,2.78455123996058,1.47744484065319,5.88e-03,1.00e+00,0.0201645750589541,103,74,60,68,206,227,122
ZDHHC22,70,7,63,7.45329785065017,2.89787891417027,5.88e-03,1.00e+00,0.0201698993554085,103,10,11,0,39,30,120
HLA-E,20198.7,6924.3,13274.3,1.91683726688447,0.938727862189028,5.89e-03,1.00e+00,0.0201955252924944,103,6905,6229,7639,12472,10166,17185
STX11,272.7,29.3,243.3,8.95064198143777,3.16199116284849,5.89e-03,1.00e+00,0.0202126789504137,103,14,0,74,298,125,307
TMEM217,52,5.3,46.7,7.2284363461395,2.85368359743256,5.90e-03,1.00e+00,0.0202126789504137,103,10,6,0,22,33,85
GPLD1,234.3,51,183.3,3.49269716892535,1.80434156061732,5.90e-03,1.00e+00,0.0202126789504137,103,61,65,27,102,245,203
THAP12P3,105.7,16.7,89,5.01029408095975,2.32489528539468,5.90e-03,1.00e+00,0.0202219801316847,103,35,13,2,119,85,63
UBL4A,11326.3,7552.3,3774,0.499417329882873,-1.00168221094144,5.90e-03,1.00e+00,0.0202224170134537,103,7174,6307,9176,3262,3112,4948
KRT18P25,1428.3,450.7,977.7,2.16903228801243,1.11705152899391,5.90e-03,1.00e+00,0.0202224170134537,103,420,486,446,1135,739,1059
HELZ,6322.7,4153.3,2169.3,0.522532589269987,-0.936407077001002,5.90e-03,1.00e+00,0.0202224170134537,103,3377,4995,4088,2229,2409,1870
MAPK8IP2,3575,2591,984,0.378543268888235,-1.40146987990037,5.91e-03,1.00e+00,0.0202321168288948,103,1902,2220,3651,669,787,1496
DCAF10,8073,5308,2765,0.52125614615769,-0.939935605339282,5.91e-03,1.00e+00,0.0202416965119974,103,4788,6092,5044,3323,2834,2138
ZFPM1,570.3,433.3,137,0.311443244727148,-1.68295881449814,5.91e-03,1.00e+00,0.020244740189982,103,311,352,637,129,81,201
TUBBP2,182.3,43.3,139,3.20226194446941,1.67909132488423,5.91e-03,1.00e+00,0.0202455689203595,103,43,33,54,150,82,185
DDX19A,2548,1681,867,0.514963897671594,-0.957456801379565,5.92e-03,1.00e+00,0.020260439181024,104,1779,1580,1684,832,785,984
DYNC1H1,41058,27425.7,13632.3,0.497069180242657,-1.00848144018758,5.92e-03,1.00e+00,0.020260439181024,104,20052,24715,37510,11621,14638,14638
CUL9,2590.3,1738.3,852,0.488862948081317,-1.03249803019381,5.93e-03,1.00e+00,0.0202734440040295,104,1844,1706,1665,680,797,1079
TRIM7-AS2,97.7,17.3,80.3,4.45311702360186,2.15481552490718,5.93e-03,1.00e+00,0.0202959727886801,104,19,10,23,48,54,139
ZNF593OS,91,17,74,4.12448610306295,2.04421437566186,5.94e-03,1.00e+00,0.0203000751859687,104,29,11,11,41,84,97
GTF3C6,5401.7,1734,3667.7,2.11569713732096,1.08113312000507,5.94e-03,1.00e+00,0.0203091027247579,104,1720,2097,1385,4732,3632,2639
E4F1,5212.7,3643.7,1569,0.430667117197563,-1.21535492145167,5.94e-03,1.00e+00,0.0203105346484752,104,2894,2583,5454,1257,1737,1713
NTAN1P2,79.7,16.7,63,4.08370727460588,2.02987945568436,5.94e-03,1.00e+00,0.0203110437429609,104,9,17,24,82,77,30
CLK4,1638,356,1282,3.59079658727969,1.84430392901628,5.95e-03,1.00e+00,0.0203110437429609,104,442,488,138,1479,1699,668
STPG1,1615.7,1113,502.7,0.453293320764647,-1.14148319148547,5.95e-03,1.00e+00,0.0203110437429609,104,1173,875,1291,553,567,388
LAMTOR5,8735.7,2893.3,5842.3,2.01861062414335,1.01336265173287,5.95e-03,1.00e+00,0.0203110437429609,104,3579,3175,1926,6070,6060,5397
ZFYVE26,2186.7,1502.7,684,0.453365941186341,-1.14125208123961,5.99e-03,1.00e+00,0.0204477755715318,105,1508,1386,1614,583,522,947
ACO1,9536.3,6199.3,3337,0.538485860892142,-0.893019630690932,5.99e-03,1.00e+00,0.0204498792833352,105,6228,6841,5529,4050,3167,2794
TSC2,14346,10265.7,4080.3,0.397217798929435,-1.33199782486118,5.99e-03,1.00e+00,0.0204614586713448,105,7243,8131,15423,2845,3588,5808
FEN1P1,61.3,12,49.3,3.8070403100788,1.92866984566663,6.00e-03,1.00e+00,0.0204614586713448,105,12,15,9,52,27,69
PTDSS1,12868,8252.7,4615.3,0.559327624838729,-0.838234509005786,6.00e-03,1.00e+00,0.0204614586713448,105,7261,8446,9051,5230,4058,4558
DNAJC19,3178.3,946.3,2232,2.3579425624824,1.23752857589569,6.00e-03,1.00e+00,0.0204730324570112,105,1086,1095,658,3136,1893,1667
USP5,45840.3,29504.7,16335.7,0.553654361474437,-0.852942491545645,6.00e-03,1.00e+00,0.0204842929165723,105,27328,25357,35829,14727,15992,18288
PATZ1,4855.7,3275.3,1580.3,0.48230644393795,-1.0519780092843,6.01e-03,1.00e+00,0.0204873244431959,105,2894,2564,4368,1337,1567,1837
TCHP,3163,2228.3,934.7,0.418025618519162,-1.25833673493049,6.02e-03,1.00e+00,0.0205239982967384,105,2079,1815,2791,608,849,1347
SLC25A22,10307.7,6990,3317.7,0.474549166182622,-1.07537052790813,6.02e-03,1.00e+00,0.0205362435417141,105,5799,5251,9920,3166,2918,3869
GID4,2633.3,1779.7,853.7,0.479365780487334,-1.06080116896928,6.03e-03,1.00e+00,0.0205530545811802,105,1955,1960,1424,987,659,915
NHP2P1,314.7,76.3,238.3,3.10881910372957,1.63636667144095,6.03e-03,1.00e+00,0.0205554523799527,106,84,54,91,172,182,361
TAF6,11091.3,7334,3757.3,0.512131471967344,-0.965413875273181,6.03e-03,1.00e+00,0.0205554523799527,106,6607,6267,9128,3275,3294,4703
NCOA6,7562,4911,2651,0.53993065654615,-0.889153961464754,6.03e-03,1.00e+00,0.0205554523799527,106,4182,4539,6012,2794,2550,2609
NFATC3,3984,2703.7,1280.3,0.47439817103891,-1.07582964705695,6.04e-03,1.00e+00,0.0205780371934535,106,2280,3108,2723,1604,1350,887
ADCY5,431.7,319.3,112.3,0.350275074398396,-1.51343976538642,6.05e-03,1.00e+00,0.0205978855325849,106,300,206,452,101,107,129
LOH12CR2,205.7,43.7,162,3.57590658263713,1.83830904789524,6.05e-03,1.00e+00,0.0205995665083886,106,67,50,14,155,162,169
APTR,1396,406,990,2.43471928129587,1.28375544178243,6.06e-03,1.00e+00,0.0206436616852396,106,446,526,246,1031,1104,835
C12orf57,4530.3,1311.7,3218.7,2.45042005938117,1.29302908214226,6.08e-03,1.00e+00,0.0206797528512961,106,1517,1033,1385,2338,2293,5025
VPS26B,8400.7,5535,2865.7,0.517536986346261,-0.950266124813428,6.08e-03,1.00e+00,0.0206954957344394,106,5113,4915,6577,2768,2290,3539
SLBP,13835,8894.3,4940.7,0.555562654679383,-0.847978471305404,6.09e-03,1.00e+00,0.0207269394160284,107,8605,10036,8042,5816,4552,4454
ACTN4P1,285,73.7,211.3,2.87742658774469,1.52477912111242,6.09e-03,1.00e+00,0.0207269394160284,107,71,61,89,252,132,250
TGIF2,5932.3,3804.7,2127.7,0.559370825700585,-0.838123083680822,6.10e-03,1.00e+00,0.0207325640524368,107,4099,3737,3578,2273,2085,2025
PSG8,26.3,26.3,0,0.00458281320934485,-7.76955080048678,6.10e-03,1.00e+00,0.0207456208985778,107,53,11,15,0,0,0
S100Z,2051.7,678.7,1373,2.02109177008051,1.01513483049261,6.11e-03,1.00e+00,0.0207609936567574,107,736,699,601,1508,1136,1475
ILF3-DT,3313.3,2220.7,1092.7,0.491803027398099,-1.02384747910997,6.11e-03,1.00e+00,0.0207609936567574,107,2094,1870,2698,862,1214,1202
TIMM13,13636,4364.7,9271.3,2.12389319796816,1.08671122064502,6.11e-03,1.00e+00,0.0207647048841045,107,4484,3319,5291,6878,8194,12742
YY2,144.7,111.3,33.3,0.296849125622443,-1.75219823127387,6.12e-03,1.00e+00,0.0207793977962895,107,85,167,82,38,30,32
AGPAT5,12943.3,8871,4072.3,0.459308023992864,-1.12246610759762,6.12e-03,1.00e+00,0.0207857260986924,107,8824,11280,6509,5362,4061,2794
RITA1,9468.7,6237,3231.7,0.51794475025506,-0.949129882659286,6.12e-03,1.00e+00,0.0208005776243941,107,6154,5049,7508,2804,2920,3971
STX3,1966.3,1332.3,634,0.474992417582575,-1.07402361134552,6.13e-03,1.00e+00,0.0208071751369802,107,1116,1669,1212,547,662,693
TAF3,2165,1434.3,730.7,0.509296250727156,-0.973422998263048,6.13e-03,1.00e+00,0.0208071751369802,107,1260,1453,1590,697,728,767
AXIN1,3406,2447.7,958.3,0.390658151102386,-1.35602137847701,6.14e-03,1.00e+00,0.0208316305982812,107,2000,1715,3628,684,860,1331
RCCD1,4769.3,3071,1698.3,0.553113037043603,-0.854353747669012,6.15e-03,1.00e+00,0.0208568320171144,108,3021,2860,3332,1631,1716,1748
GK4P,216.7,40,176.7,4.36973848911169,2.12754694294079,6.15e-03,1.00e+00,0.0208617145219298,108,49,44,27,332,82,116
FOXK1,13892.7,9698.7,4194,0.432179760828794,-1.21029658316107,6.15e-03,1.00e+00,0.0208617145219298,108,8493,7886,12717,2525,4295,5762
MAPT-IT1,42.7,5,37.7,7.4424090022871,2.89576967685945,6.15e-03,1.00e+00,0.0208699055079927,108,4,0,11,18,39,56
ATP5MC1,15588.3,5215.7,10372.7,1.98814857592605,0.99142557467799,6.15e-03,1.00e+00,0.0208699055079927,108,6105,4702,4840,8622,8424,14072
DPY30,6947.3,1835,5112.3,2.78460867027624,1.47747459538566,6.16e-03,1.00e+00,0.0208720553204033,108,2250,2399,856,6422,5621,3294
MFHAS1,2505.7,1774.7,731,0.410339582220754,-1.28510976854075,6.16e-03,1.00e+00,0.0208720553204033,108,1480,1576,2268,629,494,1070
CATSPERE,136.3,29.3,107,3.69728587303331,1.88646659658512,6.17e-03,1.00e+00,0.020894221394351,108,36,25,27,140,139,42
BNC2,746,558.3,187.7,0.335681739255438,-1.57483403685747,6.19e-03,1.00e+00,0.0209619929663146,108,532,588,555,88,288,187
NHSL3,5756.7,1754,4002.7,2.28282268587283,1.19081880518395,6.19e-03,1.00e+00,0.0209841595303568,108,1443,1240,2579,3309,3748,4951
NFU1,4401.7,1282.7,3119,2.43101237270375,1.28155723602107,6.20e-03,1.00e+00,0.0209866802238588,108,1490,1564,794,4291,2891,2175
