"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","c-1","c-2","c-3","d-1","d-2","d-3"
"RPS15A",22653.3333333333,10198.3333333333,12455,8.23053388759964,1.22134701430965,0.288473163220917,"1.6e-04","1.0e+00",0.00270344359770823,3.07651881419197,10562,10245,9788,12884,11247,13234
"KIAA1522",4490,1934.66666666667,2555.33333333333,5.89584467734619,1.32100270732515,0.401633423314922,"1.6e-04","1.0e+00",0.00270869161396156,3.08519974830221,1769,1903,2132,2911,2310,2445
"EPB41L1",2792,1219.66666666667,1572.33333333333,5.21081674026535,1.28818142914121,0.365335798801165,"1.6e-04","1.0e+00",0.00271146443224829,3.09106945276305,1157,1227,1275,1579,1718,1420
"TRIM17",318,115,203,2.08110640274452,1.75990536355289,0.815497852042253,"1.6e-04","1.0e+00",0.00271146443224829,3.09378091719529,134,98,113,224,201,184
"MSTN",237.333333333333,85.3333333333333,152,1.66870178378781,1.78499664899026,0.835921365856798,"1.6e-04","1.0e+00",0.00272902749879816,3.11654940362749,86,85,85,137,145,174
"TIGD7",707,273.333333333333,433.666666666667,3.23269352180539,1.58829109987129,0.667475351934737,"1.6e-04","1.0e+00",0.00274102747801283,3.13299440736866,254,320,246,379,443,479
"ENSA",10382,4771,5611,7.10506886647848,1.17583252548445,0.23368259090651,"1.6e-04","1.0e+00",0.0027469743130779,3.14253861416112,4840,4850,4623,5774,5544,5515
"SGCE",5377.33333333333,2392,2985.33333333333,6.15623641261034,1.247692941672,0.319262929366105,"1.6e-04","1.0e+00",0.00274891731481393,3.14751032546195,2471,2523,2182,2793,3192,2971
"SOAT1",8014,4409.33333333333,3604.66666666667,6.73230178040758,0.818108950166393,-0.289635110646878,"1.6e-04","1.0e+00",0.00278017757028547,3.18608349554714,4488,4422,4318,3486,3367,3961
"JUP",3551.33333333333,2008.66666666667,1542.66666666667,5.55899070306427,0.767237951576193,-0.382254009572283,"1.6e-04","1.0e+00",0.00278364346786091,3.19283905763647,1892,2043,2091,1563,1720,1345
"NDNF",282.666666666667,99.6666666666667,183,1.91399626588725,1.82907100250855,0.871111079995729,"1.6e-04","1.0e+00",0.0028041181971778,3.21912769036011,88,126,85,182,178,189
"SALL1",2122.33333333333,1186.33333333333,936,4.81792083245154,0.789242562008948,-0.341459335552294,"1.6e-04","1.0e+00",0.00281125294061536,3.23012962876705,1138,1203,1218,909,993,906
"CDK14",4257,1936,2321,5.81926203898376,1.19875241079129,0.261533716626627,"1.6e-04","1.0e+00",0.002813885641133,3.23596848730296,1948,1889,1971,2292,2385,2286
"RUFY1",3595.66666666667,1594.66666666667,2001,5.5757253329113,1.2533667440976,0.325808619347822,"1.6e-04","1.0e+00",0.00281530443888989,3.24041540916226,1563,1604,1617,2090,2113,1800
"AC116317.1",35,28.3333333333333,6.66666666666667,-0.895787511443082,0.24576061416999,-2.0246743683328,"1.6e-04","1.0e+00",0.00283272672428366,3.26330118637478,25,32,28,10,0,10
"AC012306.4",58.6666666666667,16,42.6666666666667,-0.323487248805277,2.60356605729794,1.3804890110405,"1.7e-04","1.0e+00",0.00284256649643688,3.27747917039173,18,11,19,47,47,34
"MIR503HG",1417,549.333333333333,867.666666666667,4.23244586739567,1.58078162192385,0.660638079443223,"1.7e-04","1.0e+00",0.00286576875975218,3.30709714875401,399,670,579,837,872,894
"SMARCC2",12440.6666666667,5547,6893.66666666667,7.36592406349203,1.24227830990397,0.31298841940277,"1.7e-04","1.0e+00",0.0028955169840413,3.3443221165677,5766,5221,5654,6994,7500,6187
"KCNE3",411,158,253,2.45414706830975,1.60050295432374,0.678525339916467,"1.7e-04","1.0e+00",0.00291655162877966,3.37153368286928,155,169,150,259,235,265
"RHAG",20,17.6666666666667,2.33333333333333,-1.57039383081775,0.164955049540832,-2.59985515308022,"1.7e-04","1.0e+00",0.00291658615144806,3.37449017722541,16,22,15,0,0,7
"LINC00917",29.6666666666667,23,6.66666666666667,-1.09651854870098,0.305488954226798,-1.71080787841231,"1.7e-04","1.0e+00",0.00291664860643919,3.37747908625658,27,24,18,5,7,8
"GNG7",745.666666666667,284.333333333333,461.333333333333,3.30602602235566,1.62027703110392,0.696240502758306,"1.7e-04","1.0e+00",0.00291664860643919,3.38039573486302,304,223,326,504,465,415
"SARS1",9538,5165.66666666667,4372.33333333333,6.98312508894565,0.846131854614899,-0.241045595636,"1.7e-04","1.0e+00",0.00291965140796292,3.38679563323699,5225,5016,5256,4466,4471,4180
"MRPS18B",6741.66666666667,3713,3028.66666666667,6.48301015356964,0.815826587814078,-0.293665569514139,"1.7e-04","1.0e+00",0.00292302006830646,3.3936262993038,3833,3881,3425,3063,2845,3178
"ALPL",37.6666666666667,6,31.6666666666667,-0.981311304549297,5.0815284593672,2.34526250665941,"1.7e-04","1.0e+00",0.00293593165004229,3.41155257734914,7,6,5,31,53,11
"KCNMA1",5852,3182.33333333333,2669.66666666667,6.2788338755549,0.839235367059112,-0.252852617632749,"1.7e-04","1.0e+00",0.00295573065769747,3.43751475490216,3046,3307,3194,2631,2700,2678
"RING1",4063,1840.66666666667,2222.33333333333,5.75203234277283,1.20694080619603,0.271354921576305,"1.7e-04","1.0e+00",0.00295573451913389,3.44047498027185,1816,1881,1825,2306,2233,2128
"LIMK2",3078.33333333333,1694.66666666667,1383.66666666667,5.35329851318716,0.816244510223091,-0.292926711261135,"1.7e-04","1.0e+00",0.00296391021350968,3.45295539873878,1716,1723,1645,1433,1331,1387
"DBN1",10877,4844,6033,7.17210397096446,1.245016285094,0.316164613193516,"1.8e-04","1.0e+00",0.00299212345841829,3.48881595251572,4717,4854,4961,6511,6287,5301
"TRAF5",2172.66666666667,964,1208.66666666667,4.85015153218388,1.25512222048463,0.327827856846701,"1.8e-04","1.0e+00",0.00300396626775024,3.50562863446453,969,980,943,1187,1167,1272
"CCN4",993.666666666667,410.333333333333,583.333333333333,3.7230604635401,1.42399001027416,0.509939025392452,"1.8e-04","1.0e+00",0.0030359394262637,3.545977249876,372,445,414,547,592,611
"PCDHA1",40.3333333333333,10.3333333333333,30,-0.809726808832132,2.89155863062757,1.53184735519354,"1.8e-04","1.0e+00",0.00304202963759536,3.55613264634898,13,6,12,27,32,31
"EFTUD2",13035.6666666667,7094.66666666667,5941,7.43363652392849,0.837652380217005,-0.255576434953254,"1.8e-04","1.0e+00",0.00311166174213993,3.64064423830372,6670,7162,7452,6083,5691,6049
"CECR2",2268.66666666667,1001.33333333333,1267.33333333333,4.91151308331035,1.26425911598956,0.338292181111447,"1.8e-04","1.0e+00",0.00311166174213993,3.64375590004586,1024,1028,952,1304,1310,1188
"KDELR3",2264.66666666667,1001.66666666667,1263,4.90935835141607,1.25958029327123,0.332943091117023,"1.8e-04","1.0e+00",0.00311997251340257,3.65660778570781,1054,997,954,1259,1315,1215
"NEDD9",2002.33333333333,879.666666666667,1122.66666666667,4.73179932177036,1.27501733353582,0.350516860288981,"1.9e-04","1.0e+00",0.00316226676991332,3.70933892110832,924,833,882,1182,1098,1088
"CXADR",3856.33333333333,1746.66666666667,2109.66666666667,5.6771342719163,1.20835217325974,0.27304098824628,"1.9e-04","1.0e+00",0.00317739584542166,3.73026272252503,1790,1747,1703,2090,2045,2194
"AC009690.1",58.3333333333333,2.66666666666667,55.6666666666667,-0.415668098401203,18.7486673230097,4.22871614570573,"1.9e-04","1.0e+00",0.00317895056763936,3.73526691697624,8,0,0,127,18,22
"MARS2",1159.66666666667,676,483.666666666667,3.95024033357423,0.715338185250636,-0.483302639240012,"1.9e-04","1.0e+00",0.00318071448437072,3.74052023361996,752,636,640,454,498,499
"GATAD2B",4058.66666666667,1837.66666666667,2221,5.75064510848262,1.20822313156232,0.272886912503855,"1.9e-04","1.0e+00",0.00318106691303346,3.74411575664038,1824,1924,1765,2197,2281,2185
"AC068888.1",2890.66666666667,1264.66666666667,1626,5.26077323070673,1.28395796216983,0.360597968221951,"1.9e-04","1.0e+00",0.0031860870716266,3.75321057037613,1260,1267,1267,1732,1719,1427
"MYEF2",6363.33333333333,2858.66666666667,3504.66666666667,6.39907461412703,1.22589133020481,0.293831096220195,"1.9e-04","1.0e+00",0.00326100731388766,3.84472762307355,3039,2815,2722,3230,3684,3600
"AMOT",2243.33333333333,995.333333333333,1248,4.89610310935577,1.25473594995466,0.327383791449706,"1.9e-04","1.0e+00",0.00327106828500666,3.85986057630786,991,995,1000,1288,1166,1290
"IL22RA2",37.6666666666667,10,27.6666666666667,-0.899685939269776,2.72479431866769,1.44614733204098,"1.9e-04","1.0e+00",0.00327334104843001,3.86581577819584,8,12,10,29,29,25
"F3",3079,1710,1369,5.35362836444959,0.800674500723304,-0.320712233816615,"2.0e-04","1.0e+00",0.00327334104843001,3.86908911924427,1671,1765,1694,1268,1479,1360
"PRNP",29409,15811.6666666667,13597.3333333333,8.60712631556742,0.860020108398737,-0.217557702574968,"2.0e-04","1.0e+00",0.00328135093134996,3.88183815178701,15736,16016,15683,13734,13142,13916
"H3-3A",12708,5792.33333333333,6915.66666666667,7.39667660454306,1.19410608895186,0.255931016841905,"2.0e-04","1.0e+00",0.00328539450076943,3.88990708891101,5375,5925,6077,7054,6746,6947
"RPL39",11389.3333333333,4780.33333333333,6609,7.23865086853811,1.38258095598595,0.467363958854175,"2.0e-04","1.0e+00",0.00328788787914833,3.89614713679078,4843,4921,4577,7548,5133,7146
"C22orf46",610.666666666667,191.666666666667,419,3.01205547605399,2.18513848444991,1.12772471427876,"2.0e-04","1.0e+00",0.00329274822303869,3.90519939252388,193,147,235,317,627,313
"XBP1",5758.66666666667,3128.66666666667,2630,6.255719393613,0.840862822512174,-0.250057634981927,"2.0e-04","1.0e+00",0.00332411654912805,3.94572634381499,3189,3032,3165,2671,2531,2688
"STAT4",270.666666666667,180.666666666667,90,1.87939229567721,0.499303588988731,-1.00201081810593,"2.0e-04","1.0e+00",0.00332540651029603,3.95058293423169,183,173,186,117,58,95
"NFE2L3",12541.3333333333,6761,5780.33333333333,7.37792576864066,0.855108712613337,-0.225820248949647,"2.0e-04","1.0e+00",0.00334157401525015,3.97313150413242,6894,6798,6591,5619,5800,5922
"LRRC37BP1",54.6666666666667,49.6666666666667,5,-0.283203067504887,0.113248662758631,-3.14243407987309,"2.0e-04","1.0e+00",0.00337764260171342,4.01939469603897,43,46,60,0,0,15
"NDUFA13",4716.33333333333,2061.66666666667,2654.66666666667,5.96709121908327,1.28759113021748,0.364674543721228,"2.0e-04","1.0e+00",0.00339182839322641,4.03966761633265,2036,2145,2004,3004,2313,2647
"AL645608.8",82.6666666666667,57.3333333333333,25.3333333333333,0.228596563165228,0.438719246296966,-1.18863009715085,"2.1e-04","1.0e+00",0.00343438926541781,4.09379200437802,63,62,47,21,31,24
"SIAE",6253.33333333333,2818.33333333333,3435,6.37401567147244,1.21843368611014,0.285027733766661,"2.1e-04","1.0e+00",0.00346175614425755,4.12987508009926,3003,2814,2638,3235,3577,3493
"HIF1A",62123.3333333333,33875.3333333333,28248,9.6858698089347,0.833869034530345,-0.26210727964705,"2.1e-04","1.0e+00",0.00346854365505759,4.14144112413877,34121,33652,33853,26235,30587,27922
"TINAGL1",42.3333333333333,31,11.3333333333333,-0.655625743651607,0.373599973305336,-1.420433742924,"2.1e-04","1.0e+00",0.00347984683893368,4.15841697252575,34,32,27,12,13,9
"AC023906.5",116,78,38,0.690752226089299,0.48073635132314,-1.05668219656908,"2.1e-04","1.0e+00",0.00350732441727432,4.19476000306009,71,88,75,41,42,31
"RESF1",6872.33333333333,3134.66666666667,3737.66666666667,6.51005996843934,1.19215780518024,0.253575217077233,"2.1e-04","1.0e+00",0.00352515405514958,4.21960940401404,3150,3106,3148,3580,3976,3657
"SLC26A6",2260,1251.33333333333,1008.66666666667,4.90862880513558,0.80595864599506,-0.311222279395211,"2.2e-04","1.0e+00",0.00356114785222441,4.26625512696484,1268,1237,1249,1045,976,1005
"WDR62",1398,801.333333333333,596.666666666667,4.21726060169141,0.743690391279171,-0.42722596270855,"2.2e-04","1.0e+00",0.00357057118290006,4.28111484829718,802,757,845,608,638,544
"SHOC1",1467,846.333333333333,620.666666666667,4.28822016532736,0.734517536395504,-0.44513115976433,"2.2e-04","1.0e+00",0.00357618396949684,4.2914207633962,878,818,843,541,632,689
"B3GAT3",3468.66666666667,1937,1531.66666666667,5.52526575277283,0.790800107060456,-0.338615028504639,"2.2e-04","1.0e+00",0.00357618396949684,4.2949969473657,1878,2074,1859,1657,1392,1546
"GPI",18712.6666666667,10193.3333333333,8519.33333333333,7.95495629963324,0.835727884315191,-0.258894822263899,"2.2e-04","1.0e+00",0.00360513925772229,4.3333773877822,9594,10079,10907,8832,8553,8173
"TGFB3",1060.66666666667,419.666666666667,641,3.81486446957644,1.52994890537946,0.613483473057443,"2.2e-04","1.0e+00",0.00360513925772229,4.33698252703992,350,432,477,556,733,634
"AL353705.4",22.6666666666667,4.66666666666667,18,-1.53233504416008,3.95424924629897,1.9834038106388,"2.2e-04","1.0e+00",0.00360513925772229,4.34058766629764,7,3,4,17,12,25
"CARD19",1464,843.666666666667,620.333333333333,4.28357242558194,0.734464758967381,-0.445234825729668,"2.2e-04","1.0e+00",0.00360634424856342,4.34564481951892,792,819,920,639,666,556
"MAP3K7CL",704.666666666667,286.666666666667,418,3.22877373567533,1.46177339022576,0.54771967644966,"2.2e-04","1.0e+00",0.00363159547615079,4.37970414423785,270,293,297,394,419,441
"JAM2",585.333333333333,232.666666666667,352.666666666667,2.96304681913576,1.51792918758056,0.602104489627384,"2.2e-04","1.0e+00",0.00364494556253472,4.3994492939794,222,236,240,323,353,382
"AC007318.1",1963.66666666667,1112,851.666666666667,4.70727263133173,0.767055249583846,-0.382597598736812,"2.2e-04","1.0e+00",0.00364587883576612,4.40422163360547,1168,1039,1129,805,815,935
"ADPRHL1",332,205.666666666667,126.333333333333,2.16470867325432,0.615685387795156,-0.699734765745801,"2.2e-04","1.0e+00",0.00367353571118128,4.44130467481817,199,206,212,134,119,126
"MAP1S",1965.33333333333,1104.66666666667,860.666666666667,4.70724374379817,0.779056349638076,-0.360200411782362,"2.2e-04","1.0e+00",0.0036820101657083,4.45523230050704,1023,1118,1173,868,890,824
"ZBTB18",2440.33333333333,1078.33333333333,1362,5.0173599001213,1.26403730793777,0.338039045146731,"2.2e-04","1.0e+00",0.00368341825906129,4.46061951172322,1063,1121,1051,1248,1438,1400
"SLC9A1",3355,1837.33333333333,1517.66666666667,5.47707630698405,0.82556417608589,-0.276547725997031,"2.3e-04","1.0e+00",0.00370221174153156,4.48708063073626,1861,1799,1852,1507,1572,1474
"OXCT1",7326.66666666667,3366,3960.66666666667,6.60248206444107,1.17676266817248,0.23482338411809,"2.3e-04","1.0e+00",0.00370396697146889,4.49291193639176,3372,3280,3446,3855,4054,3973
"DBI",12207.6666666667,5451,6756.66666666667,7.33868896531429,1.2390836272086,0.309273559946379,"2.3e-04","1.0e+00",0.00370870580710865,4.5023688498299,5887,5466,5000,7364,6421,6485
"AC025614.3",88.6666666666667,62.3333333333333,26.3333333333333,0.336799420982154,0.426393223394882,-1.22974358514929,"2.3e-04","1.0e+00",0.00373111674799503,4.53330684881396,76,66,45,25,29,25
"ERH",11310,5142.66666666667,6167.33333333333,7.22853435023977,1.1991374991268,0.261997094894684,"2.3e-04","1.0e+00",0.00375108945874262,4.56132478183102,5127,5238,5063,6636,5733,6133
"HSPA4L",3739,2064,1675,5.63356712359981,0.812295420515183,-0.299923583978112,"2.3e-04","1.0e+00",0.00376695803509991,4.58438792871659,2055,2055,2082,1535,1696,1794
"ABTB2",2201,1223.33333333333,977.666666666667,4.87035469199172,0.798326022669338,-0.324950056167196,"2.4e-04","1.0e+00",0.00384009789716615,4.67723923874837,1216,1189,1265,1033,952,948
"RCN1",38520.6666666667,20635,17885.6666666667,8.99642428526758,0.866765948962994,-0.206285616844747,"2.4e-04","1.0e+00",0.00384343360897142,4.68514556933616,20831,20656,20418,17920,17739,17998
"EFHD2",3693.33333333333,2028.33333333333,1665,5.61542577538609,0.819736506071875,-0.286767846708695,"2.4e-04","1.0e+00",0.00385613336913467,4.7044827103443,2035,2027,2023,1706,1743,1546
"SEC23B",7669.33333333333,4212,3457.33333333333,6.66888498063268,0.821169544275662,-0.284247973453093,"2.4e-04","1.0e+00",0.00391731118437509,4.78303695612199,4230,4248,4158,3114,3559,3699
"HIGD1A",11649,6410.33333333333,5238.66666666667,7.27155376766546,0.817580696006102,-0.290566961851855,"2.4e-04","1.0e+00",0.00393417364997445,4.80756020026878,6594,6575,6062,5014,4932,5770
"ATP6V0E1",9392,5077.66666666667,4314.33333333333,6.96092386889817,0.849532069471722,-0.235259685330089,"2.5e-04","1.0e+00",0.00399798026219671,4.88952986066657,5028,5125,5080,4540,4164,4239
"GAS6-DT",601,233.333333333333,367.666666666667,2.99992001909285,1.57796130208124,0.65806182513587,"2.5e-04","1.0e+00",0.0040052983300946,4.9024851560358,234,203,263,325,376,402
"RPL11",49968,22797.6666666667,27170.3333333333,9.37169617847292,1.19174245714367,0.253072494234224,"2.5e-04","1.0e+00",0.00410947257252841,5.0341039013473,22885,23238,22270,29351,25684,26476
"AC002331.1",91.6666666666667,66,25.6666666666667,0.361643937632434,0.388820417925346,-1.36282411445652,"2.5e-04","1.0e+00",0.00410947257252841,5.03821337391983,47,56,95,26,27,24
"TMPRSS3",3630,1642.66666666667,1987.33333333333,5.58961765083316,1.2103424188649,0.275415259162608,"2.5e-04","1.0e+00",0.00411489574964953,5.04897708481997,1567,1654,1707,2034,1940,1988
"PCOLCE2",1878.33333333333,1046.33333333333,832,4.64216086808303,0.794576919939278,-0.33174120678823,"2.6e-04","1.0e+00",0.00415209653327917,5.09877454286682,1069,1025,1045,863,817,816
"TECRP1",68.6666666666667,19.6666666666667,49,-0.105097024212804,2.50625660681008,1.32553413469956,"2.6e-04","1.0e+00",0.00424592549008889,5.21824242731924,16,14,29,50,52,45
"ATG4D",1013.66666666667,590,423.666666666667,3.75654165611678,0.718614273831584,-0.476710503018588,"2.6e-04","1.0e+00",0.0042462574189232,5.22289662527554,575,557,638,402,441,428
"CEP68",2372.33333333333,1055.33333333333,1317,4.97628647990539,1.24834224249628,0.320013514218683,"2.6e-04","1.0e+00",0.0042462574189232,5.22714288269447,981,1093,1092,1334,1307,1310
"GRWD1",5538.33333333333,3006.66666666667,2531.66666666667,6.19950143833858,0.841643854425345,-0.248718215692494,"2.6e-04","1.0e+00",0.00426025299654637,5.24863169174513,2939,3026,3055,2533,2634,2428
"HECW2",752.333333333333,444,308.333333333333,3.32928450552786,0.693303847553253,-0.528440327970074,"2.6e-04","1.0e+00",0.00426025299654637,5.25289194474167,440,468,424,325,311,289
"RPL26P19",767,316.333333333333,450.666666666667,3.34957226791992,1.4253341721812,0.511300201402704,"2.7e-04","1.0e+00",0.00426952038061181,5.26858814967497,312,334,303,463,439,450
"GRK3",2742.33333333333,1505.66666666667,1236.66666666667,5.1867462779308,0.821037238523016,-0.284480437300687,"2.7e-04","1.0e+00",0.00427539782071616,5.28011630858446,1507,1520,1490,1269,1220,1221
"TNFRSF19",2089,1176.66666666667,912.333333333333,4.79580693803686,0.776733275329866,-0.364508822406909,"2.7e-04","1.0e+00",0.00428321158944822,5.294049524558,1171,1179,1180,899,828,1010
"ATP9A",4863,2226,2637,6.01121148479182,1.18425730262224,0.243982568203369,"2.7e-04","1.0e+00",0.00430097184214673,5.3203021687355,2188,2271,2219,2676,2659,2576
"ROBO4",1264.33333333333,749,515.333333333333,4.07318903232551,0.687144898101386,-0.541313742961533,"2.7e-04","1.0e+00",0.00436004631557316,5.39773733867958,711,734,802,625,456,465
"ADCYAP1",349,131.333333333333,217.666666666667,2.21762064553188,1.65555788372612,0.727317452960672,"2.7e-04","1.0e+00",0.00437040018785232,5.41492583274902,126,150,118,224,199,230
"CD68",3781.66666666667,2472,1309.66666666667,5.64991908912017,0.529358774940085,-0.917682248949639,"2.7e-04","1.0e+00",0.00439524835299468,5.4501079577134,2601,2218,2597,1813,1383,733
"ERG28",3915.66666666667,1734.33333333333,2181.33333333333,5.69850093927096,1.25671463780556,0.329657094181226,"2.8e-04","1.0e+00",0.00445735149583774,5.53157320633464,1688,1834,1681,2165,2400,1979
"SCART1",1857.33333333333,811.666666666667,1045.66666666667,4.62411163119163,1.28954013803053,0.366856678932774,"2.8e-04","1.0e+00",0.00448386244198002,5.56895715293919,800,861,774,1057,970,1110
"KLRD1",68.3333333333333,17,51.3333333333333,-0.0973419656402651,3.01769872213497,1.59344877876776,"2.8e-04","1.0e+00",0.00450016482573503,5.59370487838864,10,29,12,49,44,61
"GLIS2",1221.66666666667,501,720.666666666667,4.01784496905292,1.43608083208733,0.522136955824968,"2.8e-04","1.0e+00",0.00450016482573503,5.59820504321437,464,506,533,759,800,603
"ANK1",594,357,237,2.99215761260288,0.662639586534939,-0.593703701321024,"2.9e-04","1.0e+00",0.00454482907389437,5.65831219699849,345,346,380,256,239,216
"CPEB2",2054,1153.66666666667,900.333333333333,4.77142925301848,0.782037422455917,-0.35469044911971,"2.9e-04","1.0e+00",0.00454590929998216,5.66420298777778,1145,1166,1150,850,857,994
"HACL1",2151,1194,957,4.83749526799601,0.802132674895703,-0.31808721284134,"2.9e-04","1.0e+00",0.00454590929998216,5.66874889707776,1188,1235,1159,923,952,996
"MT-CO1",1087378,431506.333333333,655871.666666667,13.8153145934277,1.51995601718503,0.604029577151024,"2.9e-04","1.0e+00",0.00457629052116066,5.71121057040851,393531,408601,492387,772314,726577,468724
"NPAS2",2104.33333333333,1186,918.333333333333,4.80566161167655,0.77298920465575,-0.371479828859319,"2.9e-04","1.0e+00",0.00465877161161563,5.81880574290792,1202,1235,1121,918,1007,830
"SLC9A3R1",5207.33333333333,2304.66666666667,2902.66666666667,6.10959066670897,1.25864758594619,0.331874393319597,"3.0e-04","1.0e+00",0.00468842682369309,5.86053352961637,2233,2333,2348,3064,3122,2522
"LYPLAL1-DT",39.3333333333333,30.6666666666667,8.66666666666667,-0.738594729731626,0.297359704921487,-1.74971893320176,"3.0e-04","1.0e+00",0.00469514628805937,5.87362800636227,22,46,24,7,7,12
"CYTH2",8131.33333333333,3740,4391.33333333333,6.75270468836783,1.17364946558922,0.23100158240918,"3.0e-04","1.0e+00",0.00469514628805937,5.87832315265033,3733,3822,3665,4547,4384,4243
"ESPL1",3954.33333333333,2165,1789.33333333333,5.71410713879881,0.826858410192506,-0.274287788951046,"3.0e-04","1.0e+00",0.00469514628805937,5.88301829893839,2073,2260,2162,1845,1708,1815
"IMPA1",3739.33333333333,2082.33333333333,1657,5.63358575906194,0.796899350953509,-0.327530572741463,"3.0e-04","1.0e+00",0.00469514628805937,5.88771344522645,2020,2076,2151,1507,1621,1843
"HMGCS1",13516,6138.66666666667,7377.33333333333,7.48562401104872,1.20220385933031,0.265681556537807,"3.0e-04","1.0e+00",0.00469514628805937,5.89240859151451,6146,6130,6140,7044,6989,8099
"CD3D",125.666666666667,83,42.6666666666667,0.803215857474483,0.511020992696313,-0.96854553672489,"3.0e-04","1.0e+00",0.00472189706533509,5.93070271406087,74,90,85,42,47,39
"AC079466.1",18.6666666666667,15.3333333333333,3.33333333333333,-1.66328148566833,0.244385282831243,-2.03277068790457,"3.0e-04","1.0e+00",0.00475967987734839,5.98291760582692,16,15,15,5,0,5
"AC115282.2",278.666666666667,180,98.6666666666667,1.92292993240861,0.55126339236445,-0.859186295032473,"3.0e-04","1.0e+00",0.00479641529341844,6.0338904391204,190,175,175,106,72,118
"SPEG",4661.33333333333,2109.66666666667,2551.66666666667,5.95018089682445,1.20919315508889,0.274044717400074,"3.0e-04","1.0e+00",0.00479641529341844,6.03868685441382,2064,2145,2120,2741,2404,2510
"LIX1L",7418,3389,4029,6.62017138766906,1.18843736975573,0.249065875746771,"3.1e-04","1.0e+00",0.00480205149817457,6.05058488769996,3476,3348,3343,3946,4286,3855
"MEI1",77.3333333333333,58.6666666666667,18.6666666666667,0.167367832726471,0.328302483092133,-1.6069024332154,"3.1e-04","1.0e+00",0.00480520359408669,6.05936173214332,63,77,36,10,18,28
"MT-ND4",824633,327093.333333333,497539.666666667,13.4162848801858,1.52108889705521,0.605104471006478,"3.1e-04","1.0e+00",0.00481178128794776,6.07246798539007,301925,308695,370660,571466,569389,351764
"RCOR3",3519.66666666667,1578.33333333333,1941.33333333333,5.5450648484791,1.23012817034865,0.298808641656292,"3.1e-04","1.0e+00",0.00483175382273227,6.10250507811086,1549,1564,1622,1806,2096,1922
"DCBLD1",11435.3333333333,6182.66666666667,5252.66666666667,7.24482392278371,0.849884195700016,-0.234661820309013,"3.1e-04","1.0e+00",0.00484993988676609,6.13032401687234,6125,6050,6373,5247,5013,5498
"C2orf27A",2503.33333333333,1124.66666666667,1378.66666666667,5.05442841511003,1.2261732326498,0.294162816083816,"3.1e-04","1.0e+00",0.00485814056453824,6.14554781414087,1141,1098,1135,1383,1335,1418
"LZTFL1",3045.33333333333,1356.33333333333,1689,5.33668620881464,1.24578156436124,0.317051128041535,"3.1e-04","1.0e+00",0.00491493775126555,6.22231119310219,1355,1394,1320,1534,1795,1738
"MCFD2",26074,14051.3333333333,12022.6666666667,8.43350753514196,0.85569131853499,-0.224837641174162,"3.2e-04","1.0e+00",0.0049738540532151,6.30187308542353,14358,14370,13426,11603,12091,12374
"HNRNPDL",38773.3333333333,17903.3333333333,20870,9.00578524108521,1.16571982823119,0.221221089575253,"3.2e-04","1.0e+00",0.00498603628195735,6.32229400552192,18340,18260,17110,20331,20849,21430
"RHOB",7297.33333333333,3340,3957.33333333333,6.59652827542296,1.18436610476963,0.244115107903947,"3.2e-04","1.0e+00",0.00504439028584052,6.40133127273162,3285,3344,3391,4175,3939,3758
"RUNX1T1",223.333333333333,80.6666666666667,142.666666666667,1.58435737490343,1.77313798758551,0.826304812750439,"3.2e-04","1.0e+00",0.00506994343978366,6.43882816852525,83,76,83,122,142,164
"GNAL",866.666666666667,347.333333333333,519.333333333333,3.52516943758499,1.49433990354806,0.579508341827401,"3.2e-04","1.0e+00",0.00506994343978366,6.44389811196504,350,306,386,452,580,526
"PDGFB",313.666666666667,110.333333333333,203.333333333333,2.05816303649629,1.83516339308501,0.875908518599407,"3.3e-04","1.0e+00",0.00521245128893406,6.63023803952412,120,109,102,180,264,166
"GBP2",10242.3333333333,4728.66666666667,5513.66666666667,7.0855642699138,1.16593439509077,0.221486613118186,"3.4e-04","1.0e+00",0.00527270312203113,6.71215107434563,4915,4615,4656,5445,5559,5537
"C6orf223",613.666666666667,370,243.666666666667,3.03892659362799,0.659364253829789,-0.600852418707657,"3.4e-04","1.0e+00",0.00527270312203113,6.71742377746766,346,351,413,261,223,247
"AP002495.1",264.333333333333,96.3333333333333,168,1.8158168560436,1.73543125051986,0.795294213626,"3.4e-04","1.0e+00",0.00529352481693357,6.7492441415903,107,88,94,170,188,146
"ACSS2",2551.66666666667,1406,1145.66666666667,5.08341848456001,0.815305149519814,-0.294587967686736,"3.4e-04","1.0e+00",0.00530964249847366,6.77510382805239,1363,1414,1441,1161,1102,1174
"ABCB9",1415,816.666666666667,598.333333333333,4.23546254325261,0.732523010772395,-0.449054015208042,"3.4e-04","1.0e+00",0.00532411401684485,6.79889359951088,769,828,853,683,532,580
"AC148477.3",51.3333333333333,37.3333333333333,14,-0.409465574059522,0.370555358651482,-1.43223900664518,"3.5e-04","1.0e+00",0.00536454776122709,6.85589203884822,38,40,34,10,22,10
"ATP13A5",67,21,46,-0.119453180092944,2.18538135751919,1.1278850575723,"3.5e-04","1.0e+00",0.00538667781720744,6.88956092820831,21,24,18,44,50,44
