"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","a-1","a-2","a-3","b-1","b-2","b-3"
"ZNF346",3524,1564,1960,5.55367521432302,1.25329668381601,0.32572797380146,"2.2e-05","2.1e-01",5.71234777126782e-05,0.342912236709207,1666,1539,1487,1953,1910,2017
"SLC9A6",959.666666666667,383.333333333333,576.333333333333,3.68148358694916,1.50291374193964,0.587762209755264,"2.2e-05","2.1e-01",5.72791867182147e-05,0.343904237056161,346,368,436,554,594,581
"PARVA",2280.33333333333,1301,979.333333333333,4.9263203770806,0.75324923530598,-0.408800791682069,"2.3e-05","2.1e-01",5.77677991949592e-05,0.34689563416573,1356,1336,1211,926,958,1054
"ATRIP",1277,497.666666666667,779.333333333333,4.09199711464204,1.56510330346639,0.646257884301709,"2.3e-05","2.1e-01",5.80755541225561e-05,0.348801778060072,395,533,565,726,831,781
"CUL9",1579,905.666666666667,673.333333333333,4.3974884010126,0.743673660160413,-0.427258419997052,"2.3e-05","2.1e-01",5.82765593529045e-05,0.350067292032897,874,894,949,695,671,654
"SUSD1",984,592.666666666667,391.333333333333,3.71743123554259,0.660854200061487,-0.5975960804162,"2.3e-05","2.1e-01",5.85798035357718e-05,0.351947459642917,530,651,597,404,353,417
"SCLT1",837.333333333333,334.333333333333,503,3.48541564038125,1.50441752707275,0.589205019569585,"2.3e-05","2.1e-01",5.86042181507828e-05,0.352152746868054,341,359,303,482,535,492
"PRKCA",2871,1595,1276,5.25816226014373,0.799883174186604,-0.322138790298944,"2.3e-05","2.2e-01",5.91534060012521e-05,0.355511970067525,1548,1625,1612,1239,1297,1292
"C12orf56",243.333333333333,165.333333333333,78,1.71655167623565,0.472591377708885,-1.08133478688349,"2.3e-05","2.2e-01",5.92723565707062e-05,0.356286135346515,196,166,134,84,60,90
"WDR45B",14099.3333333333,6499.33333333333,7600,7.55262194969664,1.16936561320332,0.22572607263068,"2.3e-05","2.2e-01",5.93543006427011e-05,0.356838055463919,6586,6473,6439,7556,7444,7800
"ZNF165",191.333333333333,61.6666666666667,129.666666666667,1.37739096052399,2.10230530898512,1.07197220106678,"2.3e-05","2.2e-01",5.94151383771897e-05,0.357263227062041,78,50,57,117,144,128
"NELFCD",10535.3333333333,4810,5725.33333333333,7.1323634697288,1.19017949866502,0.251179172108874,"2.3e-05","2.2e-01",5.94827347734421e-05,0.357729166927481,4640,4786,5004,5579,5834,5763
"ACOT2",2524,1050.66666666667,1473.33333333333,5.07264622617184,1.40235774534423,0.487854431799984,"2.3e-05","2.2e-01",5.96895249336032e-05,0.359032492475623,1056,924,1172,1635,1417,1368
"FBXL3",1490,865,625,4.31352509536546,0.722810079645637,-0.468311470044312,"2.3e-05","2.2e-01",5.98348150147856e-05,0.35996624712895,847,830,918,578,665,632
"RDX",4198.33333333333,2323,1875.33333333333,5.80580591176791,0.807255520792269,-0.308902692473448,"2.4e-05","2.2e-01",5.98348150147856e-05,0.360026081943965,2217,2277,2475,1841,1882,1903
"FGF11",589.333333333333,392.666666666667,196.666666666667,2.98045545685543,0.501801541175157,-0.994811193206952,"2.4e-05","2.2e-01",6.00676690741246e-05,0.361487232488082,457,377,344,197,254,139
"AC008440.1",12541,4973.66666666667,7567.33333333333,7.38368725779249,1.52142137877098,0.605419782825305,"2.4e-05","2.2e-01",6.03473707317819e-05,0.363230824434595,5736,5462,3723,6863,7683,8156
"CYSTM1",18394.3333333333,9972.33333333333,8422,7.93614567462687,0.844540293719348,-0.24376183803914,"2.4e-05","2.2e-01",6.03573617944669e-05,0.36335131800269,9589,10433,9895,8691,8233,8342
"DMAC1",303.333333333333,98,205.333333333333,2.03015088456215,2.09635867628466,1.06788557576239,"2.4e-05","2.2e-01",6.03707388323297e-05,0.363492218509457,117,105,72,188,249,179
"NDUFB2-AS1",60.6666666666667,15.3333333333333,45.3333333333333,-0.223288725537378,2.91276082927302,1.54238724470256,"2.4e-05","2.2e-01",6.03946421994334e-05,0.363696535324988,13,18,15,36,49,51
"KCNRG",24.6666666666667,3.66666666666667,21,-1.40555230513154,5.49139799720597,2.45717347653209,"2.4e-05","2.2e-01",6.06019291485263e-05,0.365005419261574,3,5,3,12,28,23
"EID2B",1439.66666666667,604.666666666667,835,4.26409305383371,1.380928891756,0.465639032737016,"2.4e-05","2.2e-01",6.0691460316057e-05,0.365605356943927,628,638,548,831,841,833
"AC109460.2",534.333333333333,332,202.333333333333,2.84161687277502,0.609448587700393,-0.714423572808298,"2.4e-05","2.2e-01",6.09928603448161e-05,0.367481983577517,365,337,294,207,192,208
"LINC00880",40,35.6666666666667,4.33333333333333,-0.761630662626121,0.124562899374242,-3.00505366423896,"2.4e-05","2.2e-01",6.10966367306626e-05,0.368168332938973,16,36,55,0,6,7
"NIN",322.666666666667,204,118.666666666667,2.11931478363637,0.582713017013716,-0.779142556003435,"2.4e-05","2.2e-01",6.11043293719702e-05,0.368275793124864,202,195,215,121,116,119
"HS1BP3",4828.66666666667,2147,2681.66666666667,6.00747176555004,1.24899369065104,0.32076618912405,"2.4e-05","2.2e-01",6.12490380653283e-05,0.369209201457799,2244,2234,1963,2700,2716,2629
"AC023157.2",82.3333333333333,17.6666666666667,64.6666666666667,0.203185952868939,3.64027416733524,1.86404711112713,"2.4e-05","2.2e-01",6.12858317961647e-05,0.369492279899077,7,28,18,76,51,67
"ANKRD10",2970.66666666667,1325.66666666667,1645,5.3071625625447,1.24082918589141,0.311304525920554,"2.4e-05","2.3e-01",6.15795645664041e-05,0.371324774335417,1357,1319,1301,1647,1668,1620
"ZC3H12D",31,25,6,-1.11476078633361,0.24560402916957,-2.02559386636463,"2.4e-05","2.3e-01",6.17036955629231e-05,0.372134987939989,32,18,25,6,6,6
"MRPL30",4413.66666666667,1973.66666666667,2440,5.87801726975604,1.23607242271045,0.305763274653485,"2.4e-05","2.3e-01",6.17691559928947e-05,0.372591548949141,1906,1915,2100,2393,2410,2517
"DGKA",555,341.666666666667,213.333333333333,2.89576960876444,0.624307536289103,-0.679671213585524,"2.4e-05","2.3e-01",6.20095711034994e-05,0.374103742467412,350,316,359,210,229,201
"SHPRH",74,56.6666666666667,17.3333333333333,0.0496836092590192,0.301990858638291,-1.72742321552511,"2.5e-05","2.3e-01",6.25301878130796e-05,0.377307153264123,60,42,68,11,26,15
"POLDIP3",15604.3333333333,7149,8455.33333333333,7.69892786330503,1.18266835461775,0.242045567990752,"2.5e-05","2.3e-01",6.27458027555945e-05,0.378670919630013,7260,7054,7133,8126,8888,8352
"SLBP",3606,1560.33333333333,2045.66666666667,5.58678919636292,1.31076220610101,0.390405980604908,"2.5e-05","2.3e-01",6.27535570791012e-05,0.378780470529455,1452,1612,1617,1899,1970,2268
"RTBDN",136.333333333333,95,41.3333333333333,0.896384434509337,0.433003472080177,-1.2075495014994,"2.5e-05","2.3e-01",6.33572202992707e-05,0.382487538946697,90,108,87,38,54,32
"MRPS11",6864.33333333333,3133,3731.33333333333,6.51460561824228,1.19087994381756,0.252027978114391,"2.5e-05","2.3e-01",6.34281422586602e-05,0.38297912295779,3188,3066,3145,3749,3771,3674
"MISP",2182,943.666666666667,1238.33333333333,4.86281526161041,1.31271905312007,0.392558185049917,"2.5e-05","2.3e-01",6.34654623748145e-05,0.383267927281505,1012,945,874,1214,1243,1258
"DEPP1",1035,408.333333333333,626.666666666667,3.78956331341818,1.53456709735882,0.617831727531689,"2.5e-05","2.3e-01",6.36620760827004e-05,0.384518939539511,475,374,376,641,668,571
"MARF1",765.333333333333,466.666666666667,298.666666666667,3.3563519855948,0.639371350532853,-0.6452739947636,"2.5e-05","2.3e-01",6.38681945256215e-05,0.385827763129279,448,471,481,331,311,254
"ZDBF2",69.6666666666667,50.6666666666667,19,-0.0217968742781664,0.380851898132064,-1.39269800889881,"2.5e-05","2.3e-01",6.38809963727255e-05,0.385968980084007,47,54,51,20,14,23
"TRMO",936.333333333333,553.333333333333,383,3.64529484298918,0.692011688405712,-0.531131689015903,"2.5e-05","2.3e-01",6.41012562151963e-05,0.387363891308431,573,549,538,359,399,391
"AC004967.2",3076.33333333333,1718,1358.33333333333,5.35779717523427,0.790338878136533,-0.339456716308636,"2.5e-05","2.3e-01",6.41690679004037e-05,0.38783784639004,1775,1691,1688,1283,1446,1346
"LINC00315",103,71.3333333333333,31.6666666666667,0.507287956229916,0.445521817042851,-1.16643201315397,"2.5e-05","2.3e-01",6.41690679004037e-05,0.38790201545794,74,72,68,27,37,31
"PRR13P5",640.666666666667,419,221.666666666667,3.10071324465323,0.528738517533642,-0.919373666918881,"2.5e-05","2.4e-01",6.43029107438171e-05,0.388775398357118,430,470,357,183,191,291
"AC018647.2",132.666666666667,39.6666666666667,93,0.864229205660326,2.33495702448152,1.22339599698506,"2.5e-05","2.4e-01",6.45501952805787e-05,0.39033503086166,30,48,41,102,75,102
"ASS1",1536,628.666666666667,907.333333333333,4.35783660014551,1.44314149917202,0.529212762161427,"2.6e-05","2.4e-01",6.52431189881079e-05,0.394590383640077,536,703,647,871,903,948
"FRK",21,2.33333333333333,18.6666666666667,-1.56972299343554,7.68016739899697,2.94113775665878,"2.6e-05","2.4e-01",6.5252312282499e-05,0.394711236996836,3,4,0,30,15,11
"AMDHD2",2531.66666666667,1463,1068.66666666667,5.07695388605344,0.73031212037322,-0.453414920925408,"2.6e-05","2.4e-01",6.5488232650814e-05,0.396203807537425,1460,1522,1407,1057,1212,937
"ETFBKMT",213.666666666667,66,147.666666666667,1.53861154241435,2.23613463277006,1.1610070523056,"2.6e-05","2.4e-01",6.59116779493922e-05,0.398831563271772,50,90,58,165,127,151
"RBMS2",4311.66666666667,2367.66666666667,1944,5.84409471266022,0.820858919859661,-0.284793806025033,"2.6e-05","2.5e-01",6.69896467816352e-05,0.405421342322456,2302,2402,2399,1879,1997,1956
"APBA3",2829.66666666667,1609,1220.66666666667,5.23746601791104,0.758621141110214,-0.39854851794296,"2.6e-05","2.5e-01",6.70492768582054e-05,0.405849272822717,1495,1780,1552,1202,1173,1287
"HSD17B10",16698.3333333333,7669.33333333333,9029,7.79663891242024,1.17729545453198,0.235476425132168,"2.7e-05","2.5e-01",6.71555499212553e-05,0.406559699223279,7635,7544,7829,9432,8913,8742
"VCPIP1",954.666666666667,577.333333333333,377.333333333333,3.67361264185707,0.653537215430667,-0.61365870280155,"2.7e-05","2.5e-01",6.72690446653959e-05,0.407314065448972,554,554,624,322,413,397
"POLR2K",4441,1940.33333333333,2500.66666666667,5.88672221390119,1.28882395503691,0.366055214405241,"2.7e-05","2.5e-01",6.72690446653959e-05,0.407381334493638,2046,1782,1993,2376,2400,2726
"ZNF268",501.333333333333,186.333333333333,315,2.75004027611706,1.68802415068715,0.755335544938072,"2.7e-05","2.5e-01",6.72999950288004e-05,0.407636069889444,184,191,184,365,279,301
"SSBP2",651,244,407,3.12435440421146,1.66907101304985,0.739045337561737,"2.7e-05","2.5e-01",6.79385756591307e-05,0.411571891343014,264,257,211,441,345,435
"CCR7",47.3333333333333,36.6666666666667,10.6666666666667,-0.549529148505273,0.291838342912691,-1.77675865201559,"2.7e-05","2.5e-01",6.80809254111005e-05,0.412502327065858,28,48,34,12,8,12
"S100A13",3247.33333333333,1837,1410.33333333333,5.43560819093909,0.767620769804682,-0.381534347282116,"2.7e-05","2.5e-01",6.81984188755041e-05,0.413282418385555,1835,1775,1901,1453,1520,1258
"WWC3",496,310,186,2.73520799006441,0.601286387118934,-0.733875798016971,"2.7e-05","2.5e-01",6.88729652041113e-05,0.417439042102119,307,286,337,192,200,166
"PUDP",495.666666666667,315.333333333333,180.333333333333,2.73297677650234,0.572664571642507,-0.804237742160661,"2.7e-05","2.5e-01",6.90324791917878e-05,0.418474888860618,286,315,345,163,216,162
"CCDC130",1777,764.666666666667,1012.33333333333,4.56731887892128,1.32356184581545,0.404425608937297,"2.7e-05","2.5e-01",6.92738370817809e-05,0.420007274226837,744,796,754,975,1006,1056
"CNIH4",8324.66666666667,3783.66666666667,4541,6.79271218967491,1.20021691457125,0.263295166913502,"2.7e-05","2.5e-01",6.93412152576714e-05,0.420485129322519,3903,3652,3796,4594,4674,4355
"ZNF621",1052,635.666666666667,416.333333333333,3.81316797602947,0.655027230967433,-0.610373210886038,"2.7e-05","2.5e-01",6.94493876273302e-05,0.421210535959758,550,671,686,440,369,440
"ETFRF1",1015,414,601,3.76170880392478,1.45111677445686,0.537163620818212,"2.8e-05","2.5e-01",6.95416655713767e-05,0.421839743355971,435,371,436,591,619,593
"URB1-AS1",234,71.3333333333333,162.666666666667,1.66647762619417,2.27886028338792,1.18831247587907,"2.8e-05","2.6e-01",6.99027074961365e-05,0.42409972637906,50,97,67,193,148,147
"AGTPBP1",244.666666666667,169.333333333333,75.3333333333333,1.72544546755265,0.444291708166166,-1.17042087836317,"2.8e-05","2.6e-01",6.9986499731309e-05,0.424678080369583,182,116,210,69,69,88
"BRK1",8277,3733.66666666667,4543.33333333333,6.78441103164844,1.21694605423088,0.283265216516262,"2.8e-05","2.6e-01",7.01621500977737e-05,0.425814088943388,3945,3631,3625,4307,4692,4631
"TTF1",574.333333333333,220.333333333333,354,2.94372430723628,1.6077800114943,0.685070019677201,"2.8e-05","2.6e-01",7.04695059929963e-05,0.427749901377488,200,239,222,324,367,371
"YPEL2",68.3333333333333,52.6666666666667,15.6666666666667,-0.0653886713032085,0.29333330505498,-1.76938721093941,"2.8e-05","2.6e-01",7.09271885878403e-05,0.430598961916779,66,57,35,15,22,10
"TRIM39",2643.66666666667,1155,1488.66666666667,5.13931835489575,1.28898062489465,0.366230578223625,"2.8e-05","2.6e-01",7.0952912195492e-05,0.430826082851028,1165,1230,1070,1494,1535,1437
"MIR4458HG",442.666666666667,153,289.666666666667,2.57141966340581,1.895837752844,0.922835502641687,"2.8e-05","2.6e-01",7.10916178761076e-05,0.431739395361602,196,130,133,326,257,286
"ZNF616",133,31.6666666666667,101.333333333333,0.867699280519247,3.16002110807418,1.65993419524169,"2.8e-05","2.6e-01",7.11167765827818e-05,0.431963300963817,15,39,41,69,116,119
"OGFOD1",2066.66666666667,881,1185.66666666667,4.78479584600169,1.3455523908334,0.428198565280848,"2.8e-05","2.6e-01",7.13452192106009e-05,0.433422206704401,920,789,934,1234,1140,1183
"AC008687.8",109.666666666667,76.6666666666667,33,0.594388600831454,0.429917310444167,-1.21786889387257,"2.8e-05","2.6e-01",7.13452192106009e-05,0.433493551923611,89,77,64,39,31,29
"GPR3",239,81.3333333333333,157.666666666667,1.6955464736917,1.94085422142467,0.956691760542102,"2.8e-05","2.6e-01",7.14003473552512e-05,0.433899910877862,99,71,74,166,163,144
"MDFIC",234,156.333333333333,77.6666666666667,1.66233055467255,0.497824180898328,-1.00629178659566,"2.8e-05","2.6e-01",7.15152525678062e-05,0.434669705107126,173,146,150,76,61,96
"RBBP4",4896,2681,2215,6.02740563673627,0.826412846034014,-0.275065414782253,"2.9e-05","2.6e-01",7.20713647407583e-05,0.43812182625907,2692,2662,2689,2234,2125,2286
"FAM151B",123,89,34,0.752161773614832,0.380559130704278,-1.39380745996011,"2.9e-05","2.7e-01",7.22684401780319e-05,0.439392116282434,88,95,84,29,51,22
"XDH",32.3333333333333,29.3333333333333,3,-1.06107888556153,0.106883218125337,-3.22589274349373,"2.9e-05","2.7e-01",7.23814183419285e-05,0.440151404937267,25,31,32,0,0,9
"PRAF2",2724,1528,1196,5.18251623622841,0.782376083720548,-0.354065825345078,"2.9e-05","2.7e-01",7.26441610275126e-05,0.441821787369331,1591,1442,1551,1177,1261,1150
"RAB28",761.333333333333,456.333333333333,305,3.3487739851767,0.668349304223931,-0.581325788954628,"2.9e-05","2.7e-01",7.28865391797595e-05,0.443368817830477,466,425,478,311,314,290
"DENND2A",83.6666666666667,60.6666666666667,23,0.223981532431786,0.380194728186345,-1.39518956729897,"2.9e-05","2.7e-01",7.31859843812773e-05,0.445263528975691,53,68,61,15,29,25
"TRIP6",123,31.3333333333333,91.6666666666667,0.755729704801315,2.9122097771693,1.54211428190381,"2.9e-05","2.7e-01",7.33342928175672e-05,0.446239171794897,26,18,50,98,93,84
"CCDC22",2115.66666666667,896.666666666667,1219,4.81856853071968,1.35977622965846,0.443369255208045,"2.9e-05","2.7e-01",7.3653838500159e-05,0.448257261111968,946,942,802,1284,1244,1129
"LINC00337",99.6666666666667,28.6666666666667,71,0.462906656684886,2.4571943012501,1.2970119425054,"2.9e-05","2.7e-01",7.3796892138554e-05,0.449201682447378,28,22,36,73,60,80
"FBXO30",1466,860,606,4.29036342331502,0.704455647918378,-0.505419216659678,"3.0e-05","2.7e-01",7.44251514095136e-05,0.453100321781119,823,880,877,528,664,626
"ODF2L",955.666666666667,568.666666666667,387,3.67507925394764,0.680430350562726,-0.555480601108627,"3.0e-05","2.7e-01",7.45878650748465e-05,0.454165510440741,549,619,538,364,383,414
"KLF13",10139.3333333333,4651.66666666667,5487.66666666667,7.0771208191841,1.17963894953198,0.238345363464258,"3.0e-05","2.7e-01",7.47047885660716e-05,0.454952162367376,4561,4765,4629,5347,5558,5558
"TXNL4B",3471.33333333333,1528.66666666667,1942.66666666667,5.53194020192504,1.27065534166898,0.345572760244319,"3.0e-05","2.7e-01",7.47738955695755e-05,0.455447797914284,1553,1476,1557,2095,1799,1934
"MAP3K3",1986,851.666666666667,1134.33333333333,4.72706960074411,1.33195700257294,0.413547510955707,"3.0e-05","2.8e-01",7.51692380289194e-05,0.457930998072177,842,886,827,1063,1112,1228
"RBKS",355,224.333333333333,130.666666666667,2.25762314335267,0.582934749234974,-0.778593690404177,"3.0e-05","2.8e-01",7.51706440697704e-05,0.458014734317111,215,235,223,117,132,143
"ZC3HAV1",17386,8039,9347,7.85483448040965,1.16274013300468,0.217528697226001,"3.0e-05","2.8e-01",7.53550999813251e-05,0.459213979286195,7989,8072,8056,9596,9310,9135
"COMMD10",2774.33333333333,1228.66666666667,1545.66666666667,5.20871495400992,1.25823604173862,0.331402593363387,"3.0e-05","2.8e-01",7.55190671605638e-05,0.460288714343636,1228,1195,1263,1613,1535,1489
"MOCS1",302,192.666666666667,109.333333333333,2.02442606747588,0.566774014494128,-0.819154479926854,"3.0e-05","2.8e-01",7.60940733518291e-05,0.46386947115275,202,202,174,112,115,101
"POLL",2261.33333333333,963.333333333333,1298,4.9143472397783,1.34696613290174,0.429713577222667,"3.1e-05","2.8e-01",7.68408817622269e-05,0.468498856104297,948,959,983,1250,1457,1187
"RPL23AP86",22.6666666666667,19.6666666666667,3,-1.51101579135522,0.160522480584793,-2.63915273924037,"3.1e-05","2.8e-01",7.7046896445986e-05,0.469831974527623,24,18,17,2,7,0
"RMDN3",3888.66666666667,1722.33333333333,2166.33333333333,5.69543268043795,1.25757541950509,0.330644924152637,"3.1e-05","2.8e-01",7.71383276076964e-05,0.47046666007934,1635,1736,1796,2155,2309,2035
"SSC4D",113.666666666667,31.3333333333333,82.3333333333333,0.649851777572295,2.64338507592795,1.40238660532943,"3.1e-05","2.8e-01",7.71488985267945e-05,0.470608281013446,43,26,25,104,76,67
"CUTC",2729.66666666667,1175.33333333333,1554.33333333333,5.18550748794844,1.32253594360503,0.403306932135945,"3.1e-05","2.9e-01",7.77614774277441e-05,0.474422773786667,1058,1296,1172,1619,1557,1487
"DDX20",1394.66666666667,579.333333333333,815.333333333333,4.21855296147461,1.40854946223853,0.494210225887717,"3.1e-05","2.9e-01",7.79283989949154e-05,0.475519090666974,626,516,596,787,801,858
"AC018630.2",189.333333333333,60.3333333333333,129,1.36488570699941,2.13266937336833,1.09266032274646,"3.1e-05","2.9e-01",7.80747939885039e-05,0.476490467711839,49,70,62,116,113,158
"GLIS1",300.666666666667,94,206.666666666667,2.02008149958025,2.19920807471215,1.1369841090378,"3.1e-05","2.9e-01",7.81556824773068e-05,0.477062285841481,129,87,66,240,185,195
"LINC01569",246.333333333333,83.6666666666667,162.666666666667,1.73755766837543,1.94480722561448,0.959627158587675,"3.1e-05","2.9e-01",7.85546861077681e-05,0.479576358687924,94,86,71,159,141,188
"ZDHHC12",1566.66666666667,666,900.666666666667,4.38610726581655,1.35263573642138,0.435773375150885,"3.1e-05","2.9e-01",7.8723658952827e-05,0.480686661565962,660,690,648,953,843,906
"ZNF184",292,101.666666666667,190.333333333333,1.97779180344557,1.87244676676856,0.904924703778453,"3.1e-05","2.9e-01",7.87375637846164e-05,0.480850302032653,110,85,110,169,217,185
"DR1",5741.33333333333,3162.33333333333,2579,6.25701114504255,0.815415172116459,-0.294393294139468,"3.1e-05","2.9e-01",7.87805754794557e-05,0.481191755028516,3159,2964,3364,2537,2590,2610
"ZEB1",301.333333333333,202.666666666667,98.6666666666667,2.024223431908,0.486481711576662,-1.03954252444129,"3.1e-05","2.9e-01",7.87805754794557e-05,0.481270535603995,184,193,231,124,70,102
"CNOT9",5784.66666666667,3174,2610.66666666667,6.26787172036738,0.822437142848005,-0.282022673992993,"3.1e-05","2.9e-01",7.88292777736576e-05,0.481646887197048,3188,3326,3008,2547,2644,2641
"RASGRF2",253,85.3333333333333,167.666666666667,1.77293544215267,1.96691976120963,0.975938105320516,"3.1e-05","2.9e-01",7.88415685095756e-05,0.481800825162016,75,86,95,153,147,203
"RETREG3",5651.33333333333,2562.66666666667,3088.66666666667,6.2343664745005,1.20509960250281,0.269152391350175,"3.2e-05","2.9e-01",7.90137670477934e-05,0.482932144196113,2515,2599,2574,3159,3148,2959
"GAPLINC",295.666666666667,197.666666666667,98,1.99562803133285,0.496801534846625,-1.00925846417882,"3.2e-05","2.9e-01",7.93015386734119e-05,0.484770305910567,250,177,166,105,106,83
"PANX2",224.333333333333,164.333333333333,60,1.60189558002018,0.36442116703338,-1.45632133583741,"3.2e-05","2.9e-01",8.01934106341916e-05,0.490302512617448,134,233,126,54,85,41
"GOLGA8A",1313.66666666667,773.666666666667,540,4.13239918216855,0.698004349833745,-0.518692067816304,"3.2e-05","3.0e-01",8.04349092602754e-05,0.491859470126584,778,715,828,563,481,576
"GORAB",248,170,78,1.74523022199207,0.459600221550889,-1.12154860145014,"3.2e-05","3.0e-01",8.07921028414042e-05,0.494124500978028,181,192,137,75,101,58
"FAM47E-STBD1",1408.33333333333,575.333333333333,833,4.23246234210715,1.44676381005059,0.532829415386147,"3.2e-05","3.0e-01",8.08175435694327e-05,0.49436091401422,537,539,650,796,916,787
"ZNF281",1094,646.333333333333,447.666666666667,3.86959327992223,0.69264015126053,-0.529822074164986,"3.3e-05","3.0e-01",8.13985583082151e-05,0.49799637972966,664,647,628,415,427,501
"ME2",3489,1959,1530,5.5391646330563,0.78098579548822,-0.356631785911994,"3.3e-05","3.0e-01",8.16820134012136e-05,0.499812240002026,1960,1830,2087,1426,1624,1540
"ADPRS",5574.66666666667,2453,3121.66666666667,6.21454456878384,1.27247227690897,0.347634224944089,"3.3e-05","3.0e-01",8.19719228343677e-05,0.50166816774633,2497,2339,2523,3452,3034,2879
"TXNDC12",10502.3333333333,4779.66666666667,5722.66666666667,7.12782234406278,1.19727635074394,0.259756188064417,"3.3e-05","3.0e-01",8.24841493290031e-05,0.504885478042828,4984,4521,4834,5553,5754,5861
"SNRPG",13433.3333333333,5689.33333333333,7744,7.48277991505063,1.36113974545514,0.444815193017743,"3.3e-05","3.1e-01",8.32164544525309e-05,0.509451134158394,6362,5490,5216,6591,8612,8029
"LRRC8B",1142,667.666666666667,474.333333333333,3.93110143391233,0.710302491406176,-0.493494549263652,"3.3e-05","3.1e-01",8.36171402591379e-05,0.511987749806701,619,666,718,475,477,471
"AL627171.4",98.6666666666667,22.3333333333333,76.3333333333333,0.442998826232758,3.42010121842404,1.77403902252566,"3.3e-05","3.1e-01",8.36171402591379e-05,0.51207136694696,37,13,17,54,81,94
"ST14",168.333333333333,110.666666666667,57.6666666666667,1.19590133655113,0.521094488557989,-0.940383098939827,"3.3e-05","3.1e-01",8.36760605576293e-05,0.512515870915479,112,104,116,56,61,56
"PRKD2",5232,2883,2349,6.12307929350058,0.814760957594807,-0.295551245209335,"3.3e-05","3.1e-01",8.36760605576293e-05,0.512599546976037,2877,2975,2797,2301,2500,2246
"CDKAL1",1244.66666666667,521.333333333333,723.333333333333,4.05459454714421,1.38812285748652,0.473135261030463,"3.4e-05","3.1e-01",8.39442817309544e-05,0.514326614165557,546,482,536,744,703,723
"ALX4",44.3333333333333,37.3333333333333,7,-0.63677035160898,0.187601866647277,-2.41425391208006,"3.4e-05","3.1e-01",8.4012839540456e-05,0.514830680703914,35,39,38,12,0,9
"IDH3G",8955.66666666667,4884.66666666667,4071,6.89810389332957,0.833440259185808,-0.262849304032311,"3.4e-05","3.1e-01",8.44657464728605e-05,0.517690560132162,5093,4934,4627,4122,3959,4132
"DDIT4",25262,11537,13725,8.39377663065522,1.18965544005674,0.250543786221205,"3.4e-05","3.1e-01",8.56040561111164e-05,0.524752863961143,11364,12024,11223,13934,14300,12941
"PSMG1",4903.33333333333,2127,2776.33333333333,6.02974104038734,1.30539881912705,0.384490639343094,"3.4e-05","3.1e-01",8.56359601641446e-05,0.525034071766371,2186,1990,2205,2618,2580,3131
"DDO",18.3333333333333,16.3333333333333,2,-1.77076163779461,0.130286485805775,-2.94024064929389,"3.4e-05","3.2e-01",8.61719934514135e-05,0.528406663844067,26,10,13,2,0,4
"PHACTR2",347,126.666666666667,220.333333333333,2.22371635230254,1.73928475693542,0.798494151038458,"3.5e-05","3.2e-01",8.66748043596241e-05,0.531576575137575,116,136,128,245,215,201
"CMBL",2076.66666666667,1166.33333333333,910.333333333333,4.79163593730704,0.780285996246549,-0.357925086628156,"3.5e-05","3.2e-01",8.70291665845126e-05,0.5338369078294,1130,1194,1175,914,911,906
"POLR2M",2718.66666666667,1209,1509.66666666667,5.17959772683333,1.24887106528766,0.32062453933829,"3.5e-05","3.2e-01",8.70291665845126e-05,0.533923936995985,1200,1210,1217,1451,1546,1532
"KCTD18",1009,406.333333333333,602.666666666667,3.7537428129382,1.48250101376171,0.568033091313266,"3.5e-05","3.2e-01",8.75635938215285e-05,0.537290211688899,446,360,413,587,572,649
"U47924.2",264,170.666666666667,93.3333333333333,1.83238886844867,0.546888102246907,-0.870682418812377,"3.5e-05","3.2e-01",8.78391579991727e-05,0.539068912640923,166,190,156,96,100,84
"HOXC11",3795.66666666667,1710.66666666667,2085,5.66051565830568,1.21888540742207,0.285562498464301,"3.5e-05","3.2e-01",8.79790592201232e-05,0.540015465493116,1706,1771,1655,2094,2056,2105
"AC026801.2",30.3333333333333,26.3333333333333,4,-1.11721731478903,0.153580454308995,-2.70293347430858,"3.5e-05","3.3e-01",8.83452165974687e-05,0.54235128469186,11,25,43,6,2,4
"UQCRFS1",14837.6666666667,6795.66666666667,8042,7.62627089507284,1.18336051651874,0.242889664681809,"3.5e-05","3.3e-01",8.83753344036942e-05,0.542624553238682,6708,6992,6687,8300,8205,7621
"ATAD2",692.333333333333,423.666666666667,268.666666666667,3.21158194421621,0.633899276419964,-0.657674473692415,"3.6e-05","3.3e-01",8.85985533871115e-05,0.544083716350252,460,373,438,244,288,274
"SLC9A1",7409,4032.66666666667,3376.33333333333,6.6246767419431,0.837197620381699,-0.256359883948783,"3.6e-05","3.3e-01",8.87791257503335e-05,0.545281390358548,4054,4153,3891,3453,3388,3288
"NSMCE3",2495.66666666667,1064,1431.66666666667,5.05645063233632,1.34573816751338,0.428397740427149,"3.6e-05","3.3e-01",8.88786092828981e-05,0.545981296824843,1129,986,1077,1334,1365,1596
"BORCS7",2087.33333333333,1188,899.333333333333,4.7991320987662,0.757280977320714,-0.401099405804779,"3.6e-05","3.3e-01",8.9246888151562e-05,0.548332880803197,1145,1237,1182,901,965,832
