"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","a-1","a-2","a-3","b-1","b-2","b-3"
"VDAC1",21335.6666666667,15411.3333333333,5924.33333333333,8.15011080185452,0.384404693153943,-1.37930214496564,"5.8e-153","8.8e-149",6.8965347935198e-151,8.82756453570534e-149,15164,15262,15808,5929,5885,5959
"IGSF3",5563.66666666667,4378.66666666667,1185,6.21172107864045,0.270646330289747,-1.88551926829306,"5.8e-153","8.8e-149",6.89974147911845e-151,8.9006665080628e-149,4233,4329,4574,1228,1136,1191
"ENSA",13403,2948.66666666667,10454.3333333333,7.47955908021824,3.54536669093506,1.82593485054932,"7.5e-153","1.1e-148",8.84267654563211e-151,1.14954795093217e-148,3044,2902,2900,9721,10471,11171
"PHF5A",7851.66666666667,1832.66666666667,6019,6.70845317798598,3.28381485351704,1.71537278806496,"4.0e-152","6.0e-148",4.6570799281668e-150,6.10077470589851e-148,1844,1844,1810,5827,5904,6326
"TWF1",6856.66666666667,5218.33333333333,1638.33333333333,6.51300396960155,0.313987654254949,-1.67122026027784,"1.7e-151","2.5e-147",1.93938651351945e-149,2.55999019784567e-147,5117,5240,5298,1695,1617,1603
"GJB3",4388.33333333333,3551,837.333333333333,5.86948184492512,0.235784280040834,-2.08446055919536,"1.8e-151","2.7e-147",2.02849438658268e-149,2.69789753415497e-147,3675,3665,3313,849,858,805
"STAT5A",5294.66666666667,4046.66666666667,1248,6.14016980725765,0.308345051993782,-1.69738239928104,"6.2e-150","9.4e-146",7.10247982969027e-148,9.51732297178496e-146,4061,4038,4041,1266,1260,1218
"RRP12",11211,2996.33333333333,8214.66666666667,7.22206652169136,2.74166349687078,1.45505151014443,"7.0e-149","1.1e-144",7.90493493420719e-147,1.06716621611797e-144,3011,2929,3049,8244,8217,8183
"UBE2L6",3388.66666666667,2745.33333333333,643.333333333333,5.49699142198077,0.234516252412413,-2.09224018723284,"4.8e-148","7.4e-144",5.45434858860798e-146,7.41791408050685e-144,2870,2748,2618,662,639,629
"DLD",1981.33333333333,1819.66666666667,161.666666666667,4.72414791458901,0.0889096597433331,-3.49151601811314,"5.7e-148","8.7e-144",6.4143134738484e-146,8.7876094591723e-144,1856,1762,1841,136,197,152
"ZNF655",8054,6167.66666666667,1886.33333333333,6.74496779928565,0.305786795201504,-1.70940198677801,"2.1e-147","3.2e-143",2.36367232212356e-145,3.26186780453051e-143,5884,6156,6463,1849,1892,1918
"NOP16",14796.6666666667,3657.66666666667,11139,7.62225144322333,3.04555343369167,1.60670441647075,"5.1e-147","7.8e-143",5.63240025692862e-145,7.82903635713078e-143,3629,3769,3575,11683,10553,11181
"UBE2D3",13944.3333333333,10955.3333333333,2989,7.53663851221037,0.272876842290141,-1.87367812948301,"2.0e-146","3.1e-142",2.22252337129836e-144,3.11153271981771e-142,10523,11124,11219,3166,2715,3086
"CABLES1",4536,1050.33333333333,3485.66666666667,5.91733303335674,3.31811835625166,1.73036534769581,"5.0e-146","7.5e-142",5.38513952638757e-144,7.59304673220647e-142,1033,1061,1057,3478,3454,3525
"PSME2",14568.6666666667,10794.6666666667,3774,7.5998450320973,0.3496185388921,-1.516146407593,"8.5e-146","1.3e-141",9.13407909244888e-144,1.29703923112774e-141,10794,10962,10628,3818,3922,3582
"SMYD5",8142,1965.33333333333,6176.66666666667,6.76080327032916,3.14261307253567,1.65196465435197,"2.0e-145","3.0e-141",2.11411019574573e-143,3.0231775799164e-141,1936,1992,1968,6457,6127,5946
"CA8",8194,6341.33333333333,1852.66666666667,6.7699268441817,0.292202932230055,-1.77495743935877,"2.2e-145","3.3e-141",2.3110794618558e-143,3.32795442507235e-141,6029,6412,6583,1937,1852,1769
"TNFRSF10B",21229.3333333333,15402,5827.33333333333,8.14292882132793,0.378347938173371,-1.40221451177691,"4.0e-145","6.1e-141",4.23002116567661e-143,6.13353069023108e-141,15530,15509,15167,5914,5968,5600
"HMGN2",19846.3333333333,5631.66666666667,14214.6666666667,8.04576360369993,2.52398486469218,1.33570325909265,"1.5e-144","2.2e-140",1.53136828611343e-142,2.23579769772561e-140,5649,5599,5647,13942,14516,14186
"UXS1",10263.3333333333,7926.33333333333,2337,7.09466381883934,0.294923985484355,-1.76158493667159,"1.1e-143","1.7e-139",1.16861765402422e-141,1.7178679514156e-139,7625,8084,8070,2424,2166,2421
"ISG20L2",15807,4106.66666666667,11700.3333333333,7.71752014361865,2.84895708036335,1.51043388757494,"1.2e-143","1.8e-139",1.21579561353755e-141,1.79937750803558e-139,3912,4266,4142,12042,11498,11561
"EIF3F",20440,5090,15350,8.08827795564844,3.01549583290067,1.59239524154591,"1.2e-143","1.8e-139",1.2234101404429e-141,1.82288110925992e-139,4768,5394,5108,15287,15654,15109
"ZNF263",8477.66666666667,2134,6343.66666666667,6.81909720309967,2.97192182165633,1.57139616534078,"2.4e-143","3.6e-139",2.40032830589035e-141,3.60049245883553e-139,2085,2125,2192,6288,6213,6530
"BIRC5",9951.66666666667,2363.33333333333,7588.33333333333,7.05016198390021,3.21065904868973,1.68286946827723,"3.5e-143","5.3e-139",3.54349993750656e-141,5.35068490563491e-139,2333,2457,2300,7884,7694,7187
"MYD88",6557.33333333333,5012.33333333333,1545,6.44859800838763,0.308255182009489,-1.69780294722907,"8.7e-143","1.3e-138",8.77479473449702e-141,1.33376879964355e-138,4942,4966,5129,1617,1536,1482
"CD3EAP",5543.33333333333,983.333333333333,4560,6.20660759949562,4.63802172758563,2.21350957854507,"5.7e-142","8.6e-138",5.67901125974066e-140,8.68888722740321e-138,1005,1057,888,4843,4328,4509
"IFNAR2",5034,3869.33333333333,1164.66666666667,6.06740658363203,0.301006128018945,-1.73213523656501,"9.6e-142","1.5e-137",9.53161600224487e-140,1.46786886434571e-137,3887,3922,3799,1207,1164,1123
"TMEM14B",25971.3333333333,19335.3333333333,6636,8.43372893707487,0.343206106809469,-1.54285287134666,"3.8e-141","5.7e-137",3.70828176801739e-139,5.74783674042696e-137,19410,19020,19576,6730,6977,6201
"LONP1",8692.33333333333,2217.66666666667,6474.66666666667,6.85514965834076,2.91955017402329,1.54574610482541,"2.4e-139","3.6e-135",2.34576429566609e-137,3.6593923012391e-135,2291,2207,2155,6463,6624,6337
"FLNA",205602.333333333,147462.333333333,58140,11.4183952213642,0.394269260815249,-1.34274685970951,"1.4e-138","2.1e-134",1.37074227587917e-136,2.1520653731303e-134,146053,152532,143802,58355,58829,57236
"CCL20",7366,6018.66666666667,1347.33333333333,6.61634195836478,0.223900385418549,-2.15907108326251,"1.6e-138","2.4e-134",1.54679236025985e-136,2.44393192921056e-134,5689,5931,6436,1475,1332,1235
"CDC42",14861.3333333333,11363.6666666667,3497.66666666667,7.62849534011836,0.307760475403481,-1.70012013157991,"5.7e-138","8.6e-134",5.46396780968661e-136,8.68770881740171e-134,11132,11245,11714,3222,3553,3718
"DUSP6",5994.66666666667,4549.66666666667,1445,6.31919556731001,0.317530489268462,-1.65503296881503,"8.5e-138","1.3e-133",8.17183361628323e-136,1.30749337860532e-133,4384,4625,4640,1411,1454,1470
"KRT19",22229.3333333333,15989.3333333333,6240,8.20930009256752,0.390261605717353,-1.35748655874592,"2.4e-137","3.7e-133",2.32131343301419e-135,3.73731462715284e-133,16335,16150,15483,6342,6294,6084
"PRPF19",17752.3333333333,4884,12868.3333333333,7.88498453312242,2.63471907567071,1.39764914412333,"3.8e-137","5.8e-133",3.63967785949117e-135,5.8962781323757e-133,4824,5049,4779,13264,12731,12610
"C1QTNF1",1728,1490.33333333333,237.666666666667,4.52700585637489,0.15959827652656,-2.64748302265048,"5.3e-137","8.1e-133",5.02171267148181e-135,8.18539165451535e-133,1533,1488,1450,239,235,239
"EEF1D",19427,5200,14227,8.01496170296767,2.7358931816062,1.45201190369772,"2.8e-136","4.3e-132",2.65255543163182e-134,4.35019090787618e-132,5291,5200,5109,14710,14480,13491
"SESN2",23964.6666666667,17001.6666666667,6963,8.31772552988653,0.409568930580854,-1.28782181655389,"3.8e-136","5.7e-132",3.49581693131693e-134,5.76809793667294e-132,16867,17341,16797,7086,6945,6858
"PES1",15993,4579,11414,7.73441915358837,2.49262002113729,1.31766297292067,"5.3e-136","8.0e-132",4.89007466611647e-134,8.11752394575333e-132,4528,4690,4519,11295,11493,11454
"CSF2",1282.33333333333,1208.66666666667,73.6666666666667,4.09706839495398,0.0610872615995263,-4.03298462058478,"5.7e-136","8.7e-132",5.24713087800588e-134,8.76270856626982e-132,1274,1200,1152,80,55,86
"NFKBIE",17056.6666666667,12730.6666666667,4326,7.82722987378871,0.339775481203458,-1.55734634602163,"2.7e-135","4.1e-131",2.48172307505741e-133,4.16929476609646e-131,12629,13034,12529,4243,4624,4111
"DSEL",1823,247,1576,4.60417138959272,6.37957392950072,2.67346007440982,"1.1e-134","1.7e-130",9.98122482562424e-133,1.6868269955305e-130,248,245,248,1572,1661,1495
"PITHD1",8463,2020.66666666667,6442.33333333333,6.81656734164134,3.18828369428627,1.67278000640814,"1.7e-134","2.6e-130",1.53348130430898e-132,2.60691821732527e-130,2088,2032,1942,6516,6706,6105
"SEPTIN9",36817.6666666667,10708.3333333333,26109.3333333333,8.93714148756521,2.43827441902392,1.28586050523842,"2.1e-134","3.1e-130",1.83798038361801e-132,3.1429464559868e-130,10998,10605,10522,26359,26405,25564
"FAM32A",7878.66666666667,2075.33333333333,5803.33333333333,6.713424538242,2.79584905026261,1.48328647075758,"2.2e-134","3.3e-130",1.94911301826651e-132,3.35247439141839e-130,2080,2081,2065,5817,5675,5918
"DUSP5",80833.3333333333,59154.6666666667,21678.6666666667,10.0716082724771,0.366472117616858,-1.44822465725434,"2.5e-134","3.8e-130",2.20232702310396e-132,3.81002574996986e-130,58809,60256,58399,22420,22250,20366
"ITGAV",5742.66666666667,4627,1115.66666666667,6.25737535338562,0.241170396145305,-2.05187526872546,"2.6e-134","4.0e-130",2.33312209562747e-132,4.0596324463918e-130,4328,4481,5072,1135,1079,1133
"PLOD2",9032,7069.33333333333,1962.66666666667,6.91030613999787,0.277639864661249,-1.84871336407511,"4.8e-134","7.3e-130",4.24548857816518e-132,7.42960501178907e-130,6834,7031,7343,1992,1796,2100
"TMEM132A",15023.3333333333,12431.3333333333,2592,7.64414710158128,0.208482087232257,-2.26200466215919,"3.3e-133","5.1e-129",2.91537027860908e-131,5.13105169035198e-129,12615,13289,11390,2635,2845,2296
"AHSA1",13021,3370.33333333333,9650.66666666667,7.43793099158092,2.86307826528076,1.51756710847527,"4.0e-133","6.0e-129",3.43428836744201e-131,6.07869041037235e-129,3241,3288,3582,9792,9515,9645
"GEM",8372,2103.33333333333,6268.66666666667,6.80093657035994,2.98031013676165,1.57546246809914,"1.1e-132","1.6e-128",9.25665715789869e-131,1.64768497410597e-128,2102,2025,2183,6098,6228,6480
"ARHGEF40",1707.66666666667,1473,234.666666666667,4.51012191982814,0.159236959443815,-2.65075286567785,"2.6e-132","3.9e-128",2.18981616597964e-130,3.91977093710355e-128,1476,1516,1427,234,244,226
"TNFRSF14",1496.33333333333,1314.33333333333,182,4.31974818696889,0.13865909564979,-2.85038583863659,"3.5e-132","5.4e-128",3.0091080539383e-130,5.41639449708894e-128,1302,1312,1329,187,169,190
"CEP85",5339.33333333333,1251.66666666667,4087.66666666667,6.1523108682847,3.26534689559527,1.70723626526957,"5.4e-132","8.2e-128",4.58848649358586e-130,8.3051605533904e-128,1191,1249,1315,4155,4087,4021
"ATP13A3",5432.66666666667,4212,1220.66666666667,6.17752105488632,0.289858464012388,-1.78657948124177,"4.1e-130","6.2e-126",3.43181727758726e-128,6.24590744520882e-126,4148,4142,4346,1183,1171,1308
"RPL26L1",4350.66666666667,917.333333333333,3433.33333333333,5.85718035902403,3.74232806856717,1.90393603697219,"1.1e-129","1.6e-125",9.00777120201181e-128,1.64842212996816e-125,899,987,866,3415,3551,3334
"CD47",3134.33333333333,2517,617.333333333333,5.38464145176411,0.245418494180348,-2.0266841235682,"2.2e-129","3.3e-125",1.81838505370833e-127,3.34582849882332e-125,2474,2422,2655,642,608,602
"RAB3B",2484,2025.66666666667,458.333333333333,5.04946673714023,0.226175251349063,-2.14448702015448,"5.5e-129","8.3e-125",4.52872167068661e-127,8.37813509077023e-125,1984,1980,2113,449,471,455
"PRXL2B",2213,1919.33333333333,293.666666666667,4.88279433050917,0.152789936172958,-2.71037857449484,"3.2e-128","4.8e-124",2.59816146332245e-126,4.83258032177976e-124,1962,1940,1856,274,338,269
"SLC15A3",1326,1179,147,4.14569577741155,0.12499962874513,-3.00000428486684,"3.4e-128","5.1e-124",2.74916151065176e-126,5.14093202491878e-124,1158,1212,1167,156,139,146
"TAF15",7319.33333333333,1402.66666666667,5916.66666666667,6.60715822978312,4.21759008297783,2.07641888318443,"6.7e-128","1.0e-123",5.43062845747934e-126,1.02095815000612e-123,1411,1390,1407,5289,5969,6492
"OAS3",6480.33333333333,4948,1532.33333333333,6.4315744620728,0.3096766547446,-1.69116546664929,"1.6e-127","2.4e-123",1.26940621295234e-125,2.39917774247992e-123,4718,5126,5000,1468,1529,1600
"GMFB",2909.66666666667,2507.66666666667,402,5.27741838942849,0.160255840220402,-2.64155116079854,"2.3e-127","3.5e-123",1.88312995078479e-125,3.5779469064911e-123,2359,2435,2729,358,448,400
"TRNP1",5179.33333333333,4083,1096.33333333333,6.1085862373403,0.268498697214683,-1.89701300677528,"8.4e-127","1.3e-122",6.73512480821348e-125,1.28640883836878e-122,4012,4192,4045,1014,1082,1193
"EIF4A1",67136.3333333333,19925.3333333333,47211,9.80375857624985,2.36942747552711,1.24453850300526,"9.6e-127","1.5e-122",7.67108319113078e-125,1.47284797269711e-122,19638,20371,19767,47228,46171,48234
"HNRNPDL",11917,2963,8954,7.31010406596362,3.021609867023,1.59531739999805,"3.6e-126","5.5e-122",2.86697128560742e-124,5.53325458122232e-122,2845,3085,2959,8648,8698,9516
"GINS1",7941.66666666667,2122,5819.66666666667,6.72484946140483,2.74244826218852,1.455464403641,"4.0e-126","6.0e-122",3.11996862276249e-124,6.05273912815923e-122,2196,2082,2088,5854,5762,5843
"PODXL",4651,3597.33333333333,1053.66666666667,5.95359452972822,0.293121121815294,-1.77043116493476,"6.1e-126","9.2e-122",4.75954363225287e-124,9.2811100828931e-122,3547,3660,3585,1124,995,1042
"IGFBP4",53811,15843,37968,9.48460042946244,2.3964940075686,1.26092533250356,"6.2e-126","9.3e-122",4.82657944318309e-124,9.46009570863885e-122,15575,16375,15579,37620,38748,37536
"ID3",13506,3608.66666666667,9897.33333333333,7.49061793167646,2.74273178436962,1.45561354589032,"1.1e-125","1.6e-121",8.20723899062773e-124,1.61682608115366e-121,3665,3749,3412,10159,9832,9701
"ZNF185",5438.66666666667,4142.66666666667,1296,6.17902786793499,0.312790111379566,-1.67673319122281,"2.4e-125","3.7e-121",1.87711915772024e-123,3.71669593228608e-121,4130,4211,4087,1219,1357,1312
"PPP1R9B",9447.33333333333,2638.33333333333,6809,6.9752794068325,2.58048360694067,1.36764146563048,"1.1e-124","1.7e-120",8.77988133160638e-123,1.74719638498967e-120,2597,2620,2698,6846,6757,6824
"SLC25A37",10841,7976.66666666667,2864.33333333333,7.17360549086455,0.359087515649829,-1.47759259900863,"1.6e-124","2.4e-120",1.24009255395064e-122,2.48018510790129e-120,8070,7836,8024,2719,2869,3005
"UBA7",1282.33333333333,1142.33333333333,140,4.09751112548562,0.122875670502649,-3.02472880586407,"1.7e-124","2.6e-120",1.33105944082253e-122,2.67542947605329e-120,1151,1123,1153,152,131,137
"APOBEC3B",2078.33333333333,1742,336.333333333333,4.79287248678018,0.193176751226511,-2.37200661825227,"1.8e-124","2.8e-120",1.3988695996666e-122,2.82571659132654e-120,1684,1825,1717,335,322,352
"PARP12",5108,4095.33333333333,1012.66666666667,6.08848973644739,0.247358017553373,-2.01532743292051,"3.0e-124","4.5e-120",2.23849200896139e-122,4.54413877819162e-120,4141,3909,4236,1054,908,1076
"SHC1",44719.6666666667,30971.6666666667,13748,9.21760624826409,0.443886790619373,-1.17173631794654,"2.8e-123","4.2e-119",2.10463024631912e-121,4.29344570249101e-119,31216,31006,30693,13755,13599,13890
"SELENOT",11171.3333333333,8328.66666666667,2842.66666666667,7.21687373490731,0.341299404184336,-1.55089019900041,"3.3e-123","5.1e-119",2.49716961951099e-121,5.11919771999753e-119,8196,8249,8541,2660,2864,3004
"PBDC1",3764,799.333333333333,2964.66666666667,5.64847743916799,3.70932322530027,1.89115598777086,"1.8e-122","2.8e-118",1.36273593004449e-120,2.80723601589164e-118,804,858,736,2969,2939,2986
"CTTN",28144,8524,19620,8.54960020959971,2.30178573368076,1.20275354357296,"3.7e-122","5.6e-118",2.75289315856329e-120,5.69848883822601e-118,8543,8593,8436,19617,19208,20035
"MYL12A",30488.6666666667,21309,9179.66666666667,8.66504201875886,0.43078163463681,-1.21497134960872,"4.7e-122","7.2e-118",3.49528932428133e-120,7.27020179450517e-118,21616,20926,21385,8947,9263,9329
"ITGA2",5541,4278.33333333333,1262.66666666667,6.20584031958356,0.295166543801748,-1.76039888916203,"5.1e-122","7.7e-118",3.73739318615397e-120,7.81115175906179e-118,4177,4294,4364,1292,1163,1333
"NUAK2",8459,6514.66666666667,1944.33333333333,6.81578745939927,0.298499196323943,-1.74420104768882,"1.2e-121","1.9e-117",9.09623136464732e-120,1.91020858657594e-117,6377,6568,6599,1912,1800,2121
"EMC6",4315,790,3525,5.84544224823854,4.46200377031178,2.15769173263356,"1.5e-121","2.2e-117",1.06870227715901e-119,2.25496180480552e-117,857,720,793,3587,3264,3724
"ATP2B4",2385,1979,406,4.99116573478294,0.205294563171871,-2.28423267391353,"2.1e-121","3.2e-117",1.55337056948664e-119,3.29314560731168e-117,1842,2019,2076,409,390,419
"EHD1",109006.666666667,77305.6666666667,31701,10.5029830340833,0.410073901231687,-1.28604416727143,"2.2e-120","3.3e-116",1.58752213406373e-118,3.38142214555574e-116,77691,80168,74058,31632,32194,31277
"THOC6",4518.33333333333,1090.33333333333,3428,5.91170274592553,3.14425808792083,1.65271964217722,"4.1e-120","6.2e-116",2.9468287923357e-118,6.3062136155984e-116,1125,1060,1086,3511,3469,3304
"ELOVL2",9615.66666666667,7111.33333333333,2504.33333333333,7.0006503917572,0.352101316808698,-1.50593747220258,"5.3e-120","8.0e-116",3.78851318284883e-118,8.14530334312498e-116,6892,7045,7397,2383,2554,2576
"ALDH1A3",6990.33333333333,5234.33333333333,1756,6.54083260711593,0.335484114955686,-1.57568363790217,"1.5e-119","2.3e-115",1.0813088504887e-117,2.33562711705559e-115,5137,5439,5127,1828,1766,1674
"GM2A",9728.33333333333,7076.66666666667,2651.66666666667,7.01741658739358,0.374684773322078,-1.41625074518693,"6.3e-119","9.5e-115",4.45129045681379e-117,9.65930029128593e-115,6911,7142,7177,2594,2769,2592
"PPP1R15A",41308.6666666667,11897,29411.6666666667,9.10316783846669,2.47216870430137,1.30577719815902,"2.2e-118","3.3e-114",1.55474889830934e-116,3.38935259831437e-114,12014,12244,11433,29148,28593,30494
"ECE1",30771,21212.6666666667,9558.33333333333,8.67833637317166,0.450600139018676,-1.15008033621521,"4.8e-117","7.3e-113",3.3783946902673e-115,7.39868437168538e-113,21192,21370,21076,9545,9422,9708
"LITAF",13092.6666666667,9525,3567.66666666667,7.4457989289507,0.374516300982879,-1.41689958091534,"7.3e-117","1.1e-112",5.07146100236933e-115,1.11572142052125e-112,9249,9660,9666,3365,3655,3683
"PNO1",13325,3855.33333333333,9469.66666666667,7.47112261307517,2.4563868213171,1.29653776805855,"1.9e-116","2.8e-112",1.2907805378875e-114,2.85262498873138e-112,3983,3723,3860,9538,9544,9327
"TGFBI",18793.3333333333,13188,5605.33333333333,7.96712146598907,0.425037482244358,-1.23433802289904,"2.5e-116","3.8e-112",1.71548138271177e-114,3.80836866962013e-112,13063,13478,13023,5443,5675,5698
"TWF2",13586.6666666667,9694.66666666667,3892,7.4992056191415,0.401490029798215,-1.31656393314544,"3.4e-116","5.1e-112",2.32679874693002e-114,5.18876120565394e-112,9769,9857,9458,4016,3910,3750
"CKS2",11534,3128.66666666667,8405.33333333333,7.26296258972216,2.68656037805963,1.42576026169974,"6.1e-116","9.3e-112",4.19562992608326e-114,9.39821103442651e-112,3122,3091,3173,7927,8611,8678
"FBLIM1",2246.33333333333,1973.33333333333,273,4.90479190561634,0.138453416190391,-2.85252744378178,"8.5e-116","1.3e-111",5.81984841906578e-114,1.3094658942898e-111,1991,2051,1878,292,223,304
"CCT5",18936,5558.33333333333,13377.6666666667,7.97804048246932,2.40667461911589,1.26704110354092,"1.1e-115","1.7e-111",7.74007045464301e-114,1.74925592274932e-111,5389,5588,5698,13595,12965,13573
"DTX4",679,649.333333333333,29.6666666666667,3.18387615356292,0.0457365699860601,-4.45050801487891,"1.9e-115","2.8e-111",1.26005400244718e-113,2.8603225855551e-111,664,642,642,30,25,34
"CRIM1",8452.66666666667,6259.66666666667,2193,6.81465970513829,0.350374689761974,-1.51302953305823,"1.9e-115","2.9e-111",1.30125486416626e-113,2.96686109029908e-111,6347,6134,6298,2106,2137,2336
"TNIP2",15669.3333333333,11165,4504.33333333333,7.70489885907525,0.403455180356583,-1.3095196807864,"4.3e-114","6.5e-110",2.87558849888278e-112,6.58509766244156e-110,11360,11310,10825,4588,4613,4312
"CD74",1041,954.666666666667,86.3333333333333,3.79770072676594,0.0905865267265305,-3.46455970098531,"6.3e-114","9.5e-110",4.21402915092881e-112,9.69226704713626e-110,985,957,922,91,72,96
"GPRC5B",3637.66666666667,2791.33333333333,846.333333333333,5.59922090082641,0.303384382609434,-1.72078127334932,"6.9e-114","1.0e-109",4.57417413392756e-112,1.05663422493727e-109,2825,2816,2733,841,806,892
"NPHS1",1656.66666666667,1508,148.666666666667,4.46693879415325,0.0987579711401788,-3.33995899136682,"7.7e-114","1.2e-109",5.05837039949161e-112,1.17354193268205e-109,1340,1503,1681,141,171,134
"TWNK",7871.33333333333,2112.66666666667,5758.66666666667,6.71204955442108,2.72592957528625,1.44674829042716,"9.0e-114","1.4e-109",5.92045024022882e-112,1.37946490597331e-109,2196,2107,2035,5776,5607,5893
