"name","SYMBOL","ENTREZ","s_MiaFRFP_1","s_MiaFRFP_2","s_MiaFRFP_3","s_Part1Lag_1","s_Part1Lag_2","s_Part1Lag_3"
"ENSG00000225313","",NA,37,36,55,9,25,24
"ENSG00000225315","",NA,4,3,2,5,2,2
"ENSG00000225316","TPTE2-AS1",NA,5,1,0,1,9,2
"ENSG00000225329",NA,NA,13,2,1,130,12,29
"ENSG00000225333","",NA,9,4,3,26,12,5
"ENSG00000225334","LINC02813",NA,7,0,8,0,16,1
"ENSG00000225335","",NA,231,149,140,171,147,137
"ENSG00000225336","HMGB3P1",NA,0,0,1,2,1,2
"ENSG00000225338","RPL23AP18",NA,138,104,48,326,248,266
"ENSG00000225339","",NA,20,22,24,7,15,16
"ENSG00000225343","RPL21P66",NA,0,0,0,3,0,3
"ENSG00000225345","SNX18P3",NA,2,7,1,3,0,2
"ENSG00000225347","SLC25A5P8",NA,49,23,16,378,259,287
"ENSG00000225349","ANKRD49P2",NA,0,0,6,0,3,7
"ENSG00000225355","ARL6IP1P2",NA,91,80,51,315,137,110
"ENSG00000225357","RPF2P1",NA,213,178,78,91,116,37
"ENSG00000225361","PPP1R26-AS1",100506599,483,618,418,145,165,172
"ENSG00000225362","CT62",196993,74,76,89,0,0,0
"ENSG00000225364","ATP6V0E1P1",NA,1,0,0,5,8,2
"ENSG00000225377","NRSN2-AS1",100507459,456,428,498,273,204,267
"ENSG00000225378","",NA,0,0,0,14,48,75
"ENSG00000225385","",NA,0,4,0,0,0,4
"ENSG00000225392","MRPL36P1",NA,5,5,7,2,2,5
"ENSG00000225393",NA,NA,1,2,0,7,2,3
"ENSG00000225398","PGM5P4",NA,1,1,19,2,1,0
"ENSG00000225400","RAB28P5",NA,4,3,5,54,22,8
"ENSG00000225401","TGIF2P1",NA,3,10,0,1,10,1
"ENSG00000225402","",NA,1173,1564,377,374,285,59
"ENSG00000225405","RPS15AP17",NA,0,1,3,8,7,4
"ENSG00000225406","ELF2P4",NA,0,0,0,3,21,0
"ENSG00000225407","",NA,19,21,18,18,15,12
"ENSG00000225413","LINC02557",NA,0,4,0,4,0,63
"ENSG00000225416","RPL36AP28",NA,2,0,2,6,6,4
"ENSG00000225418","AKR1C5P",NA,13,10,4,8,3,0
"ENSG00000225419","RPL21P3",NA,0,4,0,3,0,1
"ENSG00000225420","",101928371,0,3,0,4,13,6
"ENSG00000225422","RBMS1P1",NA,366,353,201,455,325,423
"ENSG00000225423","TNPO1P1",NA,110,93,55,76,54,18
"ENSG00000225434","LINC01504",100507540,2,0,0,51,139,22
"ENSG00000225438","KRT41P",NA,0,0,0,0,20,90
"ENSG00000225439","BOLA3-DT",100507171,463,419,377,295,403,248
"ENSG00000225442","MPRIP-AS1",NA,5,1,0,20,62,19
"ENSG00000225443","RPL36AP27",NA,0,0,0,4,2,4
"ENSG00000225446","LINC01763",NA,14,2,8,6,10,0
"ENSG00000225447","RPS15AP10",NA,2,12,0,8,22,0
"ENSG00000225450","",NA,2,0,0,0,4,3
"ENSG00000225455","TPI1P4",NA,35,29,15,19,14,17
"ENSG00000225462","FDPSP1",NA,128,76,52,96,94,89
"ENSG00000225463","ZNF70P1",NA,0,14,0,2,0,0
"ENSG00000225465","RFPL1S",102723305,0,4,3,1,0,1
"ENSG00000225470","JPX",554203,406,476,270,385,409,235
"ENSG00000225475","",NA,6,15,23,8,8,5
"ENSG00000225484","NUTM2B-AS1",101060691,531,698,281,482,649,214
"ENSG00000225486","",NA,132,119,46,325,116,106
"ENSG00000225487","RPL35AP7",NA,18,8,9,37,33,24
"ENSG00000225489",NA,NA,205,181,125,323,247,215
"ENSG00000225492","GBP1P1",NA,0,0,0,119,33,20
"ENSG00000225496","RTRAFP1",NA,110,101,40,432,211,113
"ENSG00000225505","",NA,3,2,6,3,3,1
"ENSG00000225506","CYP4A22-AS1",NA,8,37,3,16,20,11
"ENSG00000225507","",NA,78,119,32,50,45,3
"ENSG00000225509","AIFM1P1",NA,4,0,0,5,3,2
"ENSG00000225513","RPL29P20",NA,3,0,0,5,7,6
"ENSG00000225518","LINC01703",105373113,616,581,638,260,297,179
"ENSG00000225526","MKRN2OS",100129480,4,1,4,3,17,6
"ENSG00000225528","TMA7B",112268293,28,25,12,87,55,56
"ENSG00000225530","SP3P",NA,6,10,6,72,35,18
"ENSG00000225531","",NA,19,20,12,37,12,21
"ENSG00000225535","LINC01393",102724386,29,11,10,21,44,26
"ENSG00000225536","STIP1P3",NA,184,123,126,126,90,64
"ENSG00000225539","LINC01821",NA,0,0,0,6,1,5
"ENSG00000225544","MPPE1P2",NA,17,13,10,30,19,13
"ENSG00000225556","C2CD4D",100191040,87,81,29,9,118,20
"ENSG00000225558","UBE2D3P2",NA,148,178,49,409,188,72
"ENSG00000225563","",NA,3,0,0,3,4,3
"ENSG00000225568","",NA,134,115,54,92,47,45
"ENSG00000225569","CCT4P2",NA,0,0,0,9,6,1
"ENSG00000225573","RPL35P5",NA,136,54,42,552,345,544
"ENSG00000225578","NCBP2-AS1",100874001,6,2,0,4,3,5
"ENSG00000225580","PA2G4P5",NA,338,330,223,132,148,64
"ENSG00000225585","IPPKP1",NA,3,6,0,7,2,3
"ENSG00000225591","RPS27P7",NA,1,5,1,1,4,3
"ENSG00000225595","LINC01623",NA,0,0,2,5,0,1
"ENSG00000225598","",NA,0,0,0,0,17,5
"ENSG00000225602","MTOR-AS1",100873935,0,0,0,3,9,0
"ENSG00000225603","",NA,22,19,15,3,31,2
"ENSG00000225611","CCDC13-AS2",NA,0,0,14,5,2,1
"ENSG00000225614","ZNF469",84627,1335,1399,2427,30,15,156
"ENSG00000225616","",NA,65,25,19,88,88,115
"ENSG00000225624","TBL1YP1",NA,0,0,0,15,4,6
"ENSG00000225630","MTND2P28",NA,752,588,330,4121,2777,1302
"ENSG00000225632","",NA,5,0,24,17,0,0
"ENSG00000225636","HNRNPA3P15",NA,0,1,0,23,19,19
"ENSG00000225639","PGAM1P2",NA,0,0,1,468,263,280
"ENSG00000225642","SNRPEP5",NA,74,33,13,60,34,14
"ENSG00000225644","RPL35AP4",NA,2,2,2,5,5,4
"ENSG00000225649","",100506474,0,0,0,0,4,44
"ENSG00000225655",NA,NA,28,43,10,3,1,0
"ENSG00000225662","RPL14P2",NA,1,2,1,2,6,2
"ENSG00000225663","MCRIP1",348262,5483,4068,4520,4620,4179,5834
"ENSG00000225664","YWHAZP8",NA,0,0,0,11,1,2
"ENSG00000225665","SAR1AP3",NA,5,0,2,14,4,11
"ENSG00000225671","FCF1P6",NA,11,17,3,40,15,13
"ENSG00000225673","TMED2P1",NA,0,0,0,23,10,6
"ENSG00000225674","IPO7P2",NA,35,30,14,49,19,5
"ENSG00000225675","LRP8-DT",NA,18,7,10,7,1,2
"ENSG00000225676","",105372988,4,0,0,4,1,2
"ENSG00000225689","",NA,0,0,0,2,3,2
"ENSG00000225693","LAGE3P1",NA,33,35,35,29,19,39
"ENSG00000225695","HNRNPA1P35",NA,49,59,29,71,41,23
"ENSG00000225697","SLC26A6",65010,3207,3085,2647,982,1036,747
"ENSG00000225701","EIF4A1P13",NA,2,1,1,14,5,3
"ENSG00000225703","",NA,1,2,3,1,4,4
"ENSG00000225705","",NA,9,17,10,3,9,3
"ENSG00000225711","",NA,4,17,15,29,8,15
"ENSG00000225712","ATP5MC2P1",NA,16,15,10,309,187,242
"ENSG00000225715","PSMA1P1",NA,4,3,0,8,1,1
"ENSG00000225721","",NA,8,4,15,6,10,2
"ENSG00000225725","FAM66E",100132103,28,25,21,16,41,10
"ENSG00000225726","",NA,2,0,0,0,2,0
"ENSG00000225727","",NA,0,0,2,0,0,6
"ENSG00000225728","TMEM230P1",NA,0,0,0,3,8,1
"ENSG00000225731","PDE9A-AS1",101928284,2,0,0,0,0,15
"ENSG00000225733","FGD5-AS1",100505641,7163,7582,4097,4897,2945,2248
"ENSG00000225739","NPM1P18",NA,107,136,49,85,88,30
"ENSG00000225742",NA,NA,0,0,0,2,242,64
"ENSG00000225751","",NA,0,4,2,0,3,0
"ENSG00000225755","TRNT1P1",NA,2,0,0,8,2,1
"ENSG00000225756","DBH-AS1",138948,76,28,15,22,29,24
"ENSG00000225761","",NA,0,0,0,3,3,0
"ENSG00000225762","LINC01389",NA,6,13,0,16,3,6
"ENSG00000225764","P3H2-AS1",NA,3,1,1,6,3,37
"ENSG00000225766","DHRS4L1",NA,0,2,4,0,0,0
"ENSG00000225767","FAF1-AS1",105378715,2,5,7,9,15,0
"ENSG00000225769","CROCCP1",NA,24,18,28,2,9,0
"ENSG00000225770","RPS29P3",NA,15,10,6,27,30,29
"ENSG00000225774","SIRPAP1",NA,44,42,33,76,52,45
"ENSG00000225777","DDX39AP1",NA,0,0,0,6,5,6
"ENSG00000225778","PROSER2-AS1",219731,37,25,31,7,2,1
"ENSG00000225779","",NA,0,2,0,2,0,2
"ENSG00000225783","MIAT",440823,42,133,2,59,23,159
"ENSG00000225787","LSM3P3",NA,23,11,11,46,44,15
"ENSG00000225791","TRAM2-AS1",401264,357,405,185,373,435,261
"ENSG00000225792","SNX10-AS1",105375304,4,0,0,34,14,1
"ENSG00000225793","TMEM30A-DT",NA,32,15,2,35,54,18
"ENSG00000225803","MRPS11P1",NA,0,0,0,16,15,15
"ENSG00000225806","",NA,54,66,71,21,17,21
"ENSG00000225813","",NA,6,13,19,3,27,11
"ENSG00000225814","GRPEL2P2",NA,2,0,0,2,0,1
"ENSG00000225822","UBXN7-AS1",100874034,39,20,14,20,44,26
"ENSG00000225823","RPL7P45",NA,0,0,0,2,3,1
"ENSG00000225828","FAM229A",100128071,45,49,76,19,85,87
"ENSG00000225830","ERCC6",2074,1030,908,490,422,546,355
"ENSG00000225839","TRMT2B-AS1",NA,2,0,0,2,3,3
"ENSG00000225840","",NA,9,5,9,10,8,18
"ENSG00000225850","",NA,4,9,8,8,5,5
"ENSG00000225851","HLA-S",NA,7,8,6,27,24,19
"ENSG00000225854","",NA,0,0,0,18,14,18
"ENSG00000225855","RUSC1-AS1",284618,67,36,16,34,145,63
"ENSG00000225857","LINC02816",NA,1,6,0,0,0,6
"ENSG00000225858","MATR3P1",NA,8,14,4,7,3,0
"ENSG00000225871","",NA,10,28,12,8,4,0
"ENSG00000225878","SERBP1P2",NA,0,0,0,2,3,1
"ENSG00000225880","LINC00115",NA,102,114,70,40,100,79
"ENSG00000225885","",NA,6,2,6,2,1,4
"ENSG00000225889","",NA,2,3,0,475,0,9
"ENSG00000225891","DHDDS-AS1",NA,0,4,0,1,12,0
"ENSG00000225898","",NA,0,7,0,6,10,0
"ENSG00000225900","HSPE1P13",NA,3,1,0,0,4,0
"ENSG00000225905","ANKRD65-AS1",NA,3,2,0,5,14,11
"ENSG00000225907","RPS27P16",NA,0,0,8,2,0,0
"ENSG00000225912","RPL26P36",NA,12,18,6,32,15,14
"ENSG00000225914","TSBP1-AS1",414764,9,18,2,13,33,16
"ENSG00000225918","RPL7P59",NA,0,0,0,94,47,27
"ENSG00000225920","RIMKLBP2",NA,8,14,6,5,8,14
"ENSG00000225921","NOL7",51406,4281,4181,3009,3331,3041,2562
"ENSG00000225925","",NA,0,0,0,63,24,18
"ENSG00000225938","S1PR1-DT",NA,0,0,0,0,6,16
"ENSG00000225940","C5orf67",NA,0,0,0,5,3,0
"ENSG00000225944","RIOK3P1",NA,0,0,0,22,9,11
"ENSG00000225945","ZFAND3-DT",107986593,2,0,0,7,21,6
"ENSG00000225947","",NA,0,0,0,25,18,15
"ENSG00000225950","NTF4",4909,58,33,45,20,147,90
"ENSG00000225951","ODF2-AS1",NA,3,5,0,1,9,0
"ENSG00000225953","SATB2-AS1",150538,171,243,80,118,240,85
"ENSG00000225963","",NA,1,0,0,3,0,8
"ENSG00000225968","ELFN1",392617,6299,4884,8747,424,454,841
"ENSG00000225971","RPS3AP51",NA,0,0,0,30,11,7
"ENSG00000225972","MTND1P23",NA,4,5,1,37,36,26
"ENSG00000225973","PIGBOS1",101928527,329,293,148,249,239,279
"ENSG00000225975","ZNF567-DT",NA,66,71,102,79,171,37
"ENSG00000225976","CKS1BP2",NA,37,23,22,39,19,29
"ENSG00000225978","HAR1A",NA,72,62,3,96,14,14
"ENSG00000225981","MICALL2-DT",NA,10,8,9,3,5,0
"ENSG00000225984","HMGB1P26",NA,0,3,2,1,2,2
"ENSG00000226002","GTF2IP14",NA,20,22,0,27,15,24
"ENSG00000226005","LINC02660",101927904,8,13,2,187,954,395
"ENSG00000226007","FAM88F",NA,29,21,0,8,23,6
"ENSG00000226009","KCNIP2-AS1",NA,9,14,19,2,1,6
"ENSG00000226015","CCT8P1",NA,1686,1790,681,982,732,215
"ENSG00000226020","CDK2AP2P3",NA,0,0,0,7,1,4
"ENSG00000226026","RWDD3-DT",101928118,11,2,0,41,8,8
"ENSG00000226028","PFN1P12",NA,1,0,0,52,32,51
"ENSG00000226029","LINC01772",107984921,6,19,8,33,20,31
"ENSG00000226036","RFKP5",NA,0,0,0,18,5,5
"ENSG00000226038","PPIAP21",NA,9,9,2,885,421,438
"ENSG00000226040","",NA,6,5,2,10,9,5
"ENSG00000226043","",NA,0,0,0,2,62,31
"ENSG00000226049","TLK2P1",NA,283,325,189,221,182,142
"ENSG00000226053","LINC01776",729987,538,778,247,256,209,29
"ENSG00000226054","MEMO1P1",NA,422,357,286,477,388,164
"ENSG00000226055","PAICSP1",NA,34,11,0,25,18,6
"ENSG00000226056","MTND4P32",NA,0,2,0,0,10,0
"ENSG00000226057","PHF2P2",NA,0,2,5,2,3,4
"ENSG00000226059","HMGB3P20",NA,0,2,3,0,2,3
"ENSG00000226065","ZBTB45P2",NA,5,5,1,1,1,2
"ENSG00000226067","LINC00623",NA,4,0,0,2,7,2
"ENSG00000226068","HNRNPA3P4",NA,14,11,10,30,17,13
"ENSG00000226072","",NA,0,1,0,9,9,1
"ENSG00000226080","RPL6P4",NA,1,2,2,1,0,1
"ENSG00000226081","USP12PX",NA,11,7,3,25,6,8
"ENSG00000226082","RPS10P10",NA,2,1,0,5,1,2
"ENSG00000226084","RPL17P6",NA,1091,804,474,1073,1095,843
"ENSG00000226085","UQCRFS1P1",NA,328,241,266,291,237,258
"ENSG00000226086","EIF3LP3",NA,115,107,77,188,99,123
"ENSG00000226087","",105374588,1,0,0,0,66,78
"ENSG00000226088","LINC03102",NA,0,6,5,0,2,0
"ENSG00000226091","LINC00937",389634,4,14,3,2,0,10
"ENSG00000226098","SEC11B",NA,83,87,26,174,118,31
"ENSG00000226102","SEPTIN7P3",NA,13,5,4,16,3,4
"ENSG00000226107","RPL36AP54",NA,4,2,0,0,1,0
"ENSG00000226110","",NA,0,0,0,9,11,8
"ENSG00000226112","FCF1P4",NA,0,0,0,15,5,9
"ENSG00000226114","NDUFB4P5",NA,0,0,0,33,8,10
"ENSG00000226121","AHCTF1P1",NA,2893,4287,1435,776,543,133
"ENSG00000226124","FTCDNL1",348751,950,927,267,577,372,350
"ENSG00000226126","PSMC1P12",NA,3,5,3,35,15,10
"ENSG00000226128","RPL26P9",NA,4,2,0,0,2,0
"ENSG00000226131","PPIAP66",NA,16,2,6,58,24,27
"ENSG00000226137","BAIAP2-DT",440465,1462,1401,1686,415,477,499
"ENSG00000226138","ATP6V1FP2",NA,65,47,29,52,46,47
"ENSG00000226144","RPS27AP3",NA,4,0,3,130,42,44
"ENSG00000226148","SLC25A39P1",NA,1,10,5,79,68,65
"ENSG00000226149","",NA,17,19,18,19,7,10
"ENSG00000226156","RPL23AP76",NA,0,0,0,74,22,36
"ENSG00000226161","EIF4A1P5",NA,23,19,14,512,257,192
"ENSG00000226164","FGFR3P6",NA,2,0,0,0,4,0
"ENSG00000226167","AP4B1-AS1",100287722,9,10,7,54,83,11
"ENSG00000226174","TEX22",647310,111,55,93,228,138,115
"ENSG00000226180","",100129215,4,10,0,19,0,30
"ENSG00000226183","RANP7",NA,0,0,0,21,11,14
"ENSG00000226186","ELOCP21",NA,0,7,2,1,1,2
"ENSG00000226188","HNRNPA1P3",NA,0,4,3,0,1,2
"ENSG00000226194","LINC02519",105378147,0,0,1,11,0,3
"ENSG00000226199","",NA,0,0,0,2,5,3
"ENSG00000226200","SGMS1-AS1",NA,262,253,236,205,185,133
"ENSG00000226205","RPS3AP27",NA,0,0,0,109,51,49
"ENSG00000226206","",NA,0,0,0,100,1108,492
"ENSG00000226210","WASH8P",100288778,56,52,95,47,30,27
"ENSG00000226212","TRGV6",NA,0,1,0,0,3,9
"ENSG00000226220","CICP22",NA,3,0,0,4,0,1
"ENSG00000226221","RPL26P19",NA,617,411,208,1016,744,501
"ENSG00000226226","PRELID3BP1",NA,1,0,0,3,1,2
"ENSG00000226234","KRT18P24",NA,14,30,21,24,36,17
"ENSG00000226235","LEMD1-AS1",284576,4,0,0,129,21,140
"ENSG00000226239","",NA,52,29,1,0,1,19
"ENSG00000226241","",NA,9,7,3,10,4,1
"ENSG00000226242","RPS17P8",NA,0,0,0,16,12,15
"ENSG00000226243","RPL37AP1",NA,163,76,61,285,336,354
"ENSG00000226245","ZNF32-AS1",414197,5,0,0,3,1,0
"ENSG00000226246","KRT18P36",NA,9,7,6,11,16,15
"ENSG00000226247","SUPT4H1P1",NA,13,5,9,8,21,16
"ENSG00000226251","LINC02608",101929541,2,0,2,19,27,19
"ENSG00000226253","MRPL35P3",NA,0,0,4,8,5,4
"ENSG00000226261","PIMREGP1",NA,5,4,11,1,1,3
"ENSG00000226266","",NA,29,31,34,74,69,34
"ENSG00000226268","",NA,166,191,274,194,307,84
"ENSG00000226272","ARHGAP26-AS1",100874239,10,4,3,36,40,30
"ENSG00000226273","STUB1P1",NA,0,0,0,76,40,28
"ENSG00000226276","",NA,2,2,0,0,0,0
"ENSG00000226279","RPL12P10",NA,9,22,4,5,5,12
"ENSG00000226281","",105374901,1,4,1,3,2,3
"ENSG00000226284","ARPC3P1",NA,147,154,41,224,183,112
"ENSG00000226288","OR52I2",143502,4,0,0,6,0,0
"ENSG00000226291","",NA,0,10,0,5,5,0
"ENSG00000226297","RPL17P14",NA,0,0,0,2,2,2
"ENSG00000226308","",NA,5,0,0,6,7,0
"ENSG00000226309","SMARCE1P2",NA,21,22,12,17,17,7
"ENSG00000226310","",NA,17,17,13,65,110,30
"ENSG00000226312","CFLAR-AS1",65072,45,11,13,33,33,13
"ENSG00000226313","MTCYBP12",NA,0,0,0,16,10,4
"ENSG00000226314","ZKSCAN8P1",NA,0,11,0,0,5,2
"ENSG00000226318","RPS3AP38",NA,0,4,0,0,3,0
"ENSG00000226321","CROCC2",728763,1,7,0,0,5,0
"ENSG00000226327","RPSAP49",NA,2,2,2,34,30,14
"ENSG00000226328","NUP50-DT",NA,189,194,70,217,195,194
"ENSG00000226329","",NA,2,3,4,10,12,3
"ENSG00000226332","",NA,11,7,21,33,73,16
"ENSG00000226334","",NA,7,7,40,7,32,10
"ENSG00000226339","RPS26P56",NA,2,1,0,2,2,3
"ENSG00000226340","USP8P2",NA,26,28,5,46,10,13
"ENSG00000226342","NMD3P1",NA,0,6,4,30,29,4
"ENSG00000226345","ZDHHC1P1",NA,3,2,0,4,3,4
"ENSG00000226349","",NA,1,0,0,1,37,2
"ENSG00000226352","PSPC1-AS2",NA,4,10,4,3,9,2
"ENSG00000226355","",NA,0,0,0,14,102,33
"ENSG00000226359","ACTG1P24",NA,5,16,4,791,360,551
"ENSG00000226360","RPL10AP6",NA,504,448,216,606,625,469
"ENSG00000226361","TERF1P5",NA,44,54,19,14,28,11
"ENSG00000226366","CCDC12P1",NA,0,0,0,2,3,1
"ENSG00000226367","ST7-AS2",93654,3,1,3,0,0,6
"ENSG00000226383","LINC01876",101929378,30,10,10,65,66,49
"ENSG00000226386","PARD3-DT",NA,1,3,18,5,6,0
"ENSG00000226389","MAPK6P6",NA,2,0,0,4,2,1
"ENSG00000226390","KCNQ2-AS1",NA,1,5,0,0,8,2
"ENSG00000226396","",NA,227,131,128,984,574,697
"ENSG00000226400","",NA,2,0,1,3,5,2
"ENSG00000226405","",NA,6,0,2,70,22,22
"ENSG00000226414","MTCYBP38",NA,0,0,0,32,29,7
"ENSG00000226415","TPI1P1",NA,15619,12797,11256,7845,8881,7436
"ENSG00000226419","SLC16A1-AS1",100506392,724,634,695,548,801,524
"ENSG00000226421","SLC25A5P5",NA,379,374,246,1723,1059,1010
"ENSG00000226427","HMGN2P7",NA,26,11,14,25,18,23
"ENSG00000226428","RPL15P13",NA,4,1,3,8,6,5
"ENSG00000226432","AKTIPP2",NA,33,30,6,21,35,18
"ENSG00000226436","H3P43",NA,2,7,1,543,252,298
"ENSG00000226439","",NA,6,2,2,76,41,56
"ENSG00000226440","LAMA4-AS1",NA,9,4,19,0,0,0
"ENSG00000226445","THBS2-AS1",NA,38,30,43,18,37,48
"ENSG00000226450","CYP2D8P",NA,9,0,0,6,0,0
"ENSG00000226455","",NA,0,0,0,6,0,5
"ENSG00000226457","RPL22P3",NA,12,22,29,41,26,27
"ENSG00000226465","",NA,3,2,6,11,16,6
"ENSG00000226466","RPA2P2",NA,35,46,12,30,24,12
"ENSG00000226468","",NA,61,48,33,79,160,142
"ENSG00000226469","ADAM1B",NA,6,10,0,10,12,2
"ENSG00000226471","",NA,34,20,12,81,109,39
"ENSG00000226473","PPIAP62",NA,1,1,1,8,2,6
"ENSG00000226476","LINC01748",105378763,349,247,136,669,606,247
"ENSG00000226478","UPF3AP1",NA,9,10,3,13,5,7
"ENSG00000226479","TMEM185B",79134,8747,7532,6531,3561,4005,3360
"ENSG00000226480","OR7H1P",NA,0,2,0,5,0,0
"ENSG00000226493","RPL26P27",NA,5,3,6,49,39,46
"ENSG00000226498","RPSAP21",NA,2,0,0,8,18,7
"ENSG00000226499","",NA,12,9,5,4,19,9
"ENSG00000226507","IPMKP1",NA,7,4,3,3,5,2
"ENSG00000226508","LINC01918",105373984,38,30,4,28,43,48
"ENSG00000226510","UPK1A-AS1",NA,36,34,9,18,65,54
"ENSG00000226519","LINC00390",79024,20,19,16,15,23,36
"ENSG00000226520","KIRREL1-IT1",NA,13,17,0,19,16,14
"ENSG00000226521","",NA,1,0,3,0,0,2
"ENSG00000226525","RPS7P10",NA,654,466,207,853,706,505
"ENSG00000226526","",NA,2,2,0,1,4,0
"ENSG00000226532","",NA,1,2,1,8,2,1
"ENSG00000226535","",NA,198,236,113,175,50,44
"ENSG00000226537","OR7E33P",NA,2,0,0,1,2,0
"ENSG00000226540","GAPDHP73",NA,18,9,16,120,46,74
"ENSG00000226543","MYL6P1",NA,4,2,8,76,70,82
"ENSG00000226544","RPL7P22",NA,67,55,22,12,25,6
"ENSG00000226545","",NA,6,0,1,62,33,39
"ENSG00000226547","SSU72P1",NA,0,0,0,2,0,2
"ENSG00000226549","SCDP1",NA,1031,1025,662,519,423,269
"ENSG00000226553","IMPDH1P7",NA,72,49,56,21,12,23
"ENSG00000226555","AGKP1",NA,7,1,3,13,2,1
"ENSG00000226556","NPM1P49",NA,0,0,13,17,13,9
"ENSG00000226557","TRAF6P1",NA,1,4,0,3,2,1
"ENSG00000226562","CYP4F26P",NA,4,19,19,2,26,0
"ENSG00000226564","FTH1P20",NA,1809,1779,982,1828,1738,995
"ENSG00000226571","",102723690,13,11,21,28,25,114
"ENSG00000226578","",NA,2,0,0,0,14,1
"ENSG00000226581","LINC02848",107986806,0,0,0,9,7,0
"ENSG00000226608","FTLP3",NA,37393,27343,24440,8802,12675,15676
"ENSG00000226609","SNX30-DT",122455334,2,43,5,8,15,6
"ENSG00000226617","RPL21P110",NA,0,0,0,29,17,27
"ENSG00000226621","RPL13AP27",NA,0,2,0,1,0,2
"ENSG00000226622","",NA,0,0,0,12,1,5
"ENSG00000226624","RPL13AP16",NA,5,3,1,10,8,6
"ENSG00000226629","LINC00974",147093,0,0,0,209,342,60
"ENSG00000226632","UBE2V1P1",NA,26,22,17,15,1,8
"ENSG00000226633","PPIAP28",NA,0,2,0,7,4,3
"ENSG00000226641","SHISA5P1",NA,7,1,4,38,16,39
"ENSG00000226642","ACTG1P12",NA,59,36,43,1195,754,674
"ENSG00000226644","LINC03086",NA,13,2,1,6,5,15
"ENSG00000226646","RPL7P37",NA,5,5,0,204,81,83
"ENSG00000226647","",NA,0,4,0,8,11,2
"ENSG00000226648","PLCG1-AS1",NA,25,29,20,33,45,20
"ENSG00000226650","KIF4B",285643,491,605,405,181,121,55
"ENSG00000226658","RPL23AP30",NA,13,0,0,9,8,4
"ENSG00000226661","",NA,12,1,0,1,8,0
"ENSG00000226662","CHMP1AP1",NA,0,0,0,6,2,4
"ENSG00000226666","HSPA9P1",NA,517,535,291,351,278,128
"ENSG00000226670","BCAS2P3",NA,0,0,0,13,6,8
"ENSG00000226674","TEX41",401014,0,0,1,10,119,18
"ENSG00000226677","IGBP1P1",NA,22,37,4,45,28,18
"ENSG00000226683","PWWP2AP1",NA,1,0,0,2,4,10
"ENSG00000226688","ENTPD1-AS1",728558,85,105,60,96,142,68
"ENSG00000226690","C7orf78",102725191,0,0,1,26,25,3
"ENSG00000226696","LENG8-AS1",104355426,307,205,317,206,418,478
"ENSG00000226699","",NA,8,2,0,1,3,1
"ENSG00000226701","RPL15P14",NA,6,12,2,47,24,43
"ENSG00000226702","MIR217HG",NA,0,0,0,3,3,0
"ENSG00000226703","NPM1P4",NA,0,1,0,47,17,4
"ENSG00000226705","SDCBPP1",NA,3,3,1,3,0,1
"ENSG00000226706","",101928525,3,2,0,0,17,6
"ENSG00000226711","FAM66C",NA,345,391,371,255,381,257
"ENSG00000226715","LINC01709",105378872,9,5,4,3,5,6
"ENSG00000226718","SNRPGP8",NA,0,0,1,26,14,23
"ENSG00000226723","",NA,44,36,15,47,33,12
"ENSG00000226726","TMEM256P2",NA,16,13,21,4,30,35
"ENSG00000226729","RPL35AP30",NA,0,0,0,1,2,4
"ENSG00000226742","HSBP1L1",440498,1406,925,1034,702,759,704
"ENSG00000226745","OAZ1P1",NA,2,3,3,1,2,2
"ENSG00000226746","SMCR5",140771,2,1,0,6,22,20
"ENSG00000226754","MAGOH-DT",NA,33,14,2,43,25,12
"ENSG00000226756","",NA,28,7,10,6,21,27
"ENSG00000226761","TAS2R46",259292,0,9,0,2,2,0
"ENSG00000226762","LINC02668",124902537,19,27,24,84,815,113
"ENSG00000226763","SRRM5",100170229,27,26,6,8,47,16
"ENSG00000226772","",NA,9,3,9,1,13,0
"ENSG00000226774","HIKESHIP1",NA,8,2,4,14,20,10
"ENSG00000226779","NAALADL2-AS2",NA,0,0,0,0,125,38
"ENSG00000226781","TBCAP1",NA,144,118,65,355,223,141
"ENSG00000226782","",NA,1,0,2,1,4,0
"ENSG00000226783","TLK1P1",NA,6,17,5,48,24,20
"ENSG00000226784","PGAM4",441531,17,22,12,11,20,11
"ENSG00000226789","WBP11P2",NA,16,11,9,4,4,2
"ENSG00000226790","HNRNPA3P1",NA,26,17,25,114,64,55
"ENSG00000226791","LINC02611",NA,0,0,2,0,11,1
"ENSG00000226797","",NA,0,0,1,5,2,0
"ENSG00000226800","CACTIN-AS1",404665,15,35,20,4,5,5
"ENSG00000226801","OSTCP8",NA,8,0,3,17,22,2
"ENSG00000226803","ZNF451-AS1",NA,15,22,12,46,50,15
"ENSG00000226814","",NA,0,0,0,3,3,2
"ENSG00000226823","SUGT1P1",NA,24,33,25,34,50,31
"ENSG00000226824","",NA,253,264,195,215,261,216
"ENSG00000226828","LINC02774",339529,1,7,7,1,0,0
"ENSG00000226833","PPP1CB-DT",112267877,116,47,10,111,110,97
"ENSG00000226835","ARHGAP29-AS1",107985092,877,702,357,65,123,104
"ENSG00000226840","PAICSP3",NA,5,8,3,7,9,4
"ENSG00000226845","EEF1GP3",NA,0,0,0,49,20,27
"ENSG00000226851","ZNF277-AS1",NA,1,4,2,1,0,0
